name,W1mag,W2mag,W3mag,W4mag
2CXO J174820.3-302835,8.333,8.383,8.802,5.482
2CXO J174832.0-311912,10.539,10.603,10.207,8.326
2CXO J174835.5-295729,8.131,8.109,8.701,8.196
2CXO J174839.3-310051,7.851,7.882999999999999,7.834,6.754
2CXO J174841.8-270522,9.054,9.125,9.202,8.373
2CXO J174852.7-311708,10.599,9.798,7.86,5.145
2CXO J174901.4-312455,8.629,7.629,5.737,3.382
2CXO J174903.4-312525,10.9,9.862,7.98,5.7970000000000015
2CXO J174916.6-311518,7.167000000000002,6.638,1.646,-0.888
2CXO J174917.2-303550,5.3679999999999986,5.455,5.595,4.637
2CXO J174920.0-271622,10.972,10.138,10.025,8.309
2CXO J174928.8-311824,10.118,9.568,7.757999999999999,6.188
2CXO J174928.9-270932,9.457,9.441,9.245,5.712999999999999
2CXO J174929.2-291016,9.82,9.881,8.17,5.489
2CXO J174929.2-294035,9.214,9.2,9.482,6.734
2CXO J174947.2-264858,9.919,10.036,10.38,5.267
2CXO J174952.6-293001,6.364,6.5120000000000005,6.41,6.6160000000000005
2CXO J175010.5-294844,9.852,9.196,7.553,5.989
2CXO J175011.7-285342,9.717,8.514,,-3.297
2CXO J175023.5-285827,10.702,9.9,9.341,6.091
2CXO J175034.8-293201,9.012,9.074,9.64,8.39
2CXO J175100.3-303416,9.188,9.14,8.665,7.3679999999999986
2CXO J175118.9-265210,9.54,9.55,9.834,7.249
2CXO J175136.3-295017,8.384,8.384,9.165,8.687000000000001
2CXO J175137.3-292940,9.123,9.113,9.843,8.677
2CXO J175143.2-293121,8.927999999999997,8.986,9.216,8.338
2CXO J175203.4-284530,9.005,8.771,8.336,8.273
2CXO J175209.2-290721,9.908,9.988,10.92,8.648
2CXO J175257.4-292344,7.5470000000000015,7.604,7.767,7.812
2CXO J175332.6-294648,8.582,7.971,6.8,5.456
2CXO J175411.9-275123,10.239,10.034,9.156,7.169
2CXO J175423.3-295107,8.068999999999999,8.093,8.318,8.237
2CXO J175431.1-294708,8.511000000000001,8.539,8.675,8.582
2CXO J175442.7-294347,7.74,7.557,6.979,6.165
2CXO J175451.2-295251,12.954,11.998,10.064,8.271
2CXO J175508.7-294840,6.573,6.818,6.931,6.985
2CXO J175610.9-271426,8.251,8.32,8.541,8.081
2CXO J172406.0-341242,11.333,8.586,4.458,0.741
2CXO J172436.0-341400,8.584,8.607999999999999,5.989,1.482
2CXO J172436.1-341521,11.165,10.848,6.095,4.212
2CXO J172443.2-341243,7.397,7.291,4.145,
2CXO J172444.8-341635,10.373,9.857,7.015,2.804
2CXO J172445.7-340939,7.4860000000000015,7.3370000000000015,5.063,
2CXO J172456.7-341727,10.640999999999998,10.509,7.375,7.371
2CXO J172458.8-341518,10.613,9.692,5.482,1.05
2CXO J172504.9-340408,4.0139999999999985,3.617,3.543,2.041
2CXO J172556.4-341451,9.699,8.967,-2.466,-2.819
2CXO J172735.6-350536,5.599,5.477,5.627000000000002,5.26
2CXO J180043.1-284242,8.644,8.686,8.98,8.579
2CXO J180128.0-284347,7.364,7.425,7.372999999999998,7.1629999999999985
2CXO J180306.9-283338,7.142,7.197,7.262,6.702000000000001
2CXO J180448.7-283350,9.549,9.606,9.732,8.328
2CXO J170025.2-421900,6.28,5.832999999999998,5.12,3.536
2CXO J171111.1-393326,10.697,8.628,5.619,3.544
2CXO J171312.0-394136,7.803,7.761,7.637,5.945
2CXO J171537.7-395625,8.093,8.079,8.011000000000001,6.93
2CXO J171609.1-395949,8.141,8.158999999999999,8.333,7.745
2CXO J174203.4-302929,6.669,6.856,7.237999999999999,7.9620000000000015
2CXO J171926.0-361156,10.298,9.295,8.234,5.348
2CXO J171928.4-360926,11.787,10.571,7.83,3.21
2CXO J171929.2-361003,11.967,9.517,9.065,5.513
2CXO J171946.1-360552,6.855,6.831,7.606,4.132
2CXO J171948.5-361124,8.557,7.74,5.902,1.764
2CXO J171948.9-360602,8.443,8.381,4.62,-1.018
2CXO J171955.6-360433,8.697000000000001,7.803,5.1370000000000005,0.264
2CXO J171959.2-361304,10.519,9.315,6.273,2.891
2CXO J172000.3-355718,6.836,5.537000000000001,0.833,
2CXO J172002.1-361002,9.067,8.288,3.657,1.288
2CXO J172008.1-355322,9.019,8.224,-0.418,-1.062
2CXO J172009.9-355248,9.582,8.513,-0.623,
2CXO J172011.2-355457,11.302,9.854,,
2CXO J172013.7-360023,10.333,9.007,5.415,1.796
2CXO J172014.6-355441,10.323,8.442,,
2CXO J172015.1-355633,10.053,8.559,,2.518
2CXO J172021.1-354727,7.865,7.726,-1.538,
2CXO J172028.9-355638,10.219,9.336,7.5070000000000014,3.599
2CXO J172031.9-361114,10.315,9.712,6.667000000000002,3.502
2CXO J172036.1-355452,10.946,10.252,7.387,1.254
2CXO J172039.9-354847,9.359,6.816,-0.453,
2CXO J172050.6-355146,7.01,6.9,-1.097,
2CXO J172051.4-355253,9.041,8.183,4.845,3.56
2CXO J172052.6-360422,6.895,6.7029999999999985,3.035,-1.968
2CXO J172054.3-354358,13.371,10.361,8.081,2.832
2CXO J172054.9-354419,10.79,9.509,6.869,2.5540000000000003
2CXO J172115.3-355244,7.438,7.332000000000002,5.488,2.922
2CXO J180253.0-295431,9.144,9.229,9.191,8.283
2CXO J180318.4-295346,7.093,7.0920000000000005,5.457999999999998,4.246
2CXO J180322.3-300256,6.82,7.112,6.92,7.1629999999999985
2CXO J180334.9-295948,9.386,9.637,9.699,8.584
2CXO J180338.1-295318,10.665,10.723,10.857,8.354
2CXO J180350.9-295621,6.433,6.0870000000000015,5.125,4.523
2CXO J180453.5-300205,10.378,10.464,10.848,9.003
2CXO J171155.9-373141,8.066,8.097999999999999,8.067,8.128
2CXO J164654.3-455154,8.322000000000001,8.15,9.93,3.275
2CXO J164656.1-455314,6.914,6.852,6.015,3.712
2CXO J164706.1-454922,9.761,9.381,1.97,5.3279999999999985
2CXO J180133.8-255437,7.997999999999998,8.03,8.169,8.554
2CXO J180306.9-242119,8.812999999999997,7.6789999999999985,5.202000000000001,2.192
2CXO J180325.5-242108,11.322,10.305,9.185,3.665
2CXO J180330.8-242002,11.619000000000002,9.548,4.8660000000000005,0.415
2CXO J180333.0-241623,10.255,9.702,5.306,2.5610000000000004
2CXO J180347.8-241801,9.631,8.832,4.7,0.384
2CXO J180348.2-242634,11.111,9.091,8.54,1.681
2CXO J180351.6-242827,10.251,9.75,6.872999999999998,1.953
2CXO J180358.2-241649,10.591,9.961,5.956,1.033
2CXO J180359.2-242308,9.423,9.077,4.773,0.305
2CXO J180403.7-242145,5.367000000000001,5.148,4.525,0.972
2CXO J180406.3-241616,11.157,10.531,6.357,2.073
2CXO J180407.3-241926,9.423,9.466,6.961,1.459
2CXO J180409.7-242008,9.815,9.772,7.13,2.695
2CXO J180409.9-242532,9.647,9.084,5.879,1.339
2CXO J180410.0-241930,10.550999999999998,10.226,7.849,3.877
2CXO J180416.0-241635,7.428,7.529,7.019,1.198
2CXO J180416.1-241952,9.86,9.336,6.114,1.382
2CXO J180416.3-242438,10.021,9.385,6.617000000000001,1.5519999999999998
2CXO J180417.4-241909,9.524,8.957,8.892999999999997,3.329
2CXO J180432.9-241844,9.671,9.719,6.072,3.277
2CXO J180435.9-241951,7.848,7.825,4.018,0.527
2CXO J180436.4-241913,11.023,10.495,6.556,4.723
2CXO J180443.7-242538,8.401,8.481,8.988999999999997,4.937
2CXO J180445.9-241814,9.951,9.912,7.622999999999998,4.045
2CXO J180458.6-242436,9.441,8.594,5.884,3.3960000000000004
2CXO J171206.5-382726,11.876,10.643,8.494,4.426
2CXO J171208.0-383052,10.091,8.327,4.98,1.956
2CXO J171208.3-383131,11.44,10.084,5.136,2.959
2CXO J171210.9-383158,11.068,8.243,5.965,1.31
2CXO J171221.7-383340,11.195,10.957,6.85,4.025
2CXO J171223.2-382716,9.842,9.303,7.915,3.292
2CXO J171223.5-382956,8.972000000000003,8.395,3.992,0.022
2CXO J171224.9-382635,11.962,11.208,9.325,5.136
2CXO J171224.9-382807,10.308,9.374,6.899,2.084
2CXO J171228.8-382815,10.993,10.592,6.7170000000000005,1.971
2CXO J171230.0-382410,10.667,9.577,5.792999999999998,4.618
2CXO J171230.2-382701,10.682,10.225,7.079,2.725
2CXO J171230.8-382511,10.568,9.946,6.942,4.621
2CXO J171233.3-382440,11.829,11.399,9.141,5.249
2CXO J171234.5-382634,11.714,11.02,7.976,5.53
2CXO J171237.1-382553,10.197,9.462,7.983,5.394
2CXO J171240.6-382133,10.664,9.5,7.5710000000000015,6.004
2CXO J171241.0-382802,10.988,10.249,7.729,3.836
2CXO J171242.7-382705,10.206,8.72,5.057,2.9130000000000003
2CXO J171243.1-382241,10.356,9.531,6.978,4.007
2CXO J171244.6-382328,10.896,9.692,7.099,4.188
2CXO J175621.2-215722,3.706,2.466,0.5720000000000001,-0.758
2CXO J180918.1-232802,11.859000000000002,10.38,7.149,4.349
2CXO J180918.2-233437,11.514,11.492,10.485,8.281
2CXO J180921.9-232753,10.84,10.168,8.695,5.848
2CXO J180923.6-232748,7.972,6.999,4.855,2.694
2CXO J180927.6-233001,12.235,11.669,8.109,6.332999999999998
2CXO J180930.6-233638,10.745,10.28,8.908999999999997,6.735
2CXO J180936.3-233709,12.771,12.227,8.55,5.034
2CXO J180946.3-234051,8.698,8.617,6.542999999999998,1.942
2CXO J180949.0-233816,10.374,10.007,8.56,3.618
2CXO J180949.5-233707,12.116,11.577,8.568999999999999,3.355
2CXO J180951.1-233945,11.353,11.335,8.846,5.9620000000000015
2CXO J180951.5-234009,10.969,11.008,9.401,5.579
2CXO J180953.5-233733,10.371,10.212,8.904,5.104
2CXO J180955.1-233434,11.656,11.071,6.619,5.005
2CXO J180956.0-234053,10.229,9.384,5.05,5.223
2CXO J180957.5-234001,10.708,10.147,5.4129999999999985,2.929
2CXO J181003.2-233933,10.911,10.101,5.877000000000002,3.935
2CXO J165351.6-415032,8.003,8.045,8.212,7.13
2CXO J165354.5-415215,8.783999999999999,8.86,8.958,7.377999999999999
2CXO J165355.6-415251,7.106,7.152,7.287000000000001,7.322
2CXO J165403.5-414729,6.135,5.9860000000000015,5.9220000000000015,5.607
2CXO J165405.1-415007,9.08,9.128,9.033,7.792000000000002
2CXO J165406.7-415107,7.851,7.915,8.142999999999999,7.949
2CXO J165406.9-414923,9.145,9.219,8.639,6.526
2CXO J165410.7-414747,9.943,9.983,9.831,8.04
2CXO J165413.2-415032,7.348,7.409,7.577000000000001,7.592
2CXO J165414.1-415008,8.299,8.341000000000001,8.482999999999999,7.933
2CXO J165418.1-415016,11.811,11.803,11.342,8.003
2CXO J165418.3-415135,9.0,9.052,9.293,8.196
2CXO J165419.7-414911,5.287000000000001,4.52,4.169,3.412
2CXO J165420.8-415046,10.552,10.578,11.251,7.263
2CXO J165423.2-414855,11.869000000000002,12.033,10.977,8.088
2CXO J165425.9-414955,6.7970000000000015,6.832999999999998,6.87,6.392
2CXO J165432.0-414818,6.7860000000000005,6.6960000000000015,6.3420000000000005,5.934
2CXO J165435.8-415012,8.804,8.801,8.709,7.562
2CXO J171807.6-382130,9.214,8.845,7.28,4.25
2CXO J171808.7-382604,7.367000000000001,7.392,7.218,7.065
2CXO J171811.9-382045,14.115,13.649,8.79,6.189
2CXO J171824.5-382311,10.461,9.815,6.5870000000000015,4.467
2CXO J171833.1-382750,7.61,7.564,7.947999999999999,5.189
2CXO J142428.1+351922,15.018,14.495,12.154000000000002,8.831
2CXO J142455.6+351356,15.437,14.113,11.105,8.868
2CXO J142507.3+323137,13.781,12.665,9.912,7.496
2CXO J142511.3+332026,14.517,13.557,10.915,9.274
2CXO J142530.1+335217,15.464,14.114,11.017,8.439
2CXO J142532.8+330124,16.54,15.51,13.257,9.595
2CXO J142538.9+331009,15.207,14.525,12.034,9.005
2CXO J142539.9+344844,14.459,13.328,9.843,7.37
2CXO J142543.1+344953,14.441,13.505,10.555,7.926
2CXO J142545.5+332602,17.979,16.512999999999998,12.866,9.543
2CXO J142551.2+350112,15.044,13.898,11.154000000000002,9.015
2CXO J142614.8+350616,13.738,12.681,9.761,7.016
2CXO J142616.5+335326,14.11,13.146,10.369000000000002,7.6960000000000015
2CXO J142620.2+351711,15.935,14.879,11.836,9.301
2CXO J142622.6+334202,15.013,13.477,10.151,7.527
2CXO J142640.8+332159,16.042,14.434,11.203,8.443
2CXO J142644.3+333053,17.081,16.305999999999994,11.661,9.141
2CXO J142730.3+324106,15.718,14.119000000000002,10.433,7.545
2CXO J142734.8+352543,13.763,12.550999999999998,9.46,7.392
2CXO J142738.2+351132,14.872,13.380999999999998,10.311,7.5
2CXO J142738.3+325319,16.436,15.46,12.697,9.314
2CXO J142745.2+325705,7.865,7.902,7.922999999999999,7.709
2CXO J142746.6+330117,16.473,15.880999999999998,12.578,8.886000000000003
2CXO J142754.9+330009,14.274,13.745,10.999,8.852
2CXO J142800.6+350454,17.118,15.865,12.076,9.043
2CXO J142811.7+332008,14.976,14.098,11.234000000000002,8.742
2CXO J142813.9+334759,16.285,15.282,11.679,9.532
2CXO J142838.2+322816,14.656,13.458,11.036,8.895
2CXO J142842.9+342409,15.991,14.484000000000002,10.98,8.388
2CXO J142848.3+350315,15.85,14.466,11.169,8.942
2CXO J142910.2+352946,15.771,14.88,11.751,9.016
2CXO J142911.1+330942,15.488,14.344,11.601,8.783
2CXO J142912.9+340959,15.283,14.165,10.785,8.123
2CXO J142915.1+343820,15.251,14.351,11.007,8.504
2CXO J142917.2+342130,16.252,14.869000000000002,11.867,8.857000000000003
2CXO J142922.2+331037,17.399,16.613,13.285,9.534
2CXO J142922.8+343030,15.228,14.576,11.29,8.656
2CXO J142930.5+332419,15.683,14.726,11.994000000000002,9.453
2CXO J142939.0+353557,18.036,16.021,11.771,8.911
2CXO J142942.6+335655,15.54,14.362,11.27,8.671
2CXO J142949.6+324652,16.407,15.011,11.643,9.164
2CXO J142954.6+330135,15.295,13.995,10.441,8.142000000000001
2CXO J143016.1+351923,14.869000000000002,13.645,11.088,8.729
2CXO J143031.7+322145,15.874,14.617,11.239,9.102
2CXO J143031.7+330042,14.741,13.390999999999998,10.638,8.656
2CXO J143044.7+352714,6.0760000000000005,6.096,6.104,6.0539999999999985
2CXO J143052.8+324438,16.118,15.103,12.951,9.02
2CXO J143057.2+324441,13.701,12.865,10.455,8.827
2CXO J143102.2+341958,14.345999999999998,13.675,10.944,8.354
2CXO J143102.9+323927,15.078,13.736,10.775,8.5
2CXO J143106.7+340911,14.868,13.675,11.16,8.68
2CXO J143132.1+341417,13.677,12.405,9.554,7.032
2CXO J143143.5+330134,14.390999999999998,13.649,10.184,7.859
2CXO J143201.7+343526,14.232,12.878,10.33,8.376
2CXO J143219.5+341728,14.83,13.797,11.208,8.908999999999997
2CXO J143232.4+340624,13.868,13.672,10.297,7.174
2CXO J143243.8+330747,15.229,13.944,10.562,7.782999999999999
2CXO J143244.2+350100,15.114,13.880999999999998,11.319,8.767000000000001
2CXO J143247.6+324850,14.552,13.461,10.63,8.066
2CXO J143250.5+340719,14.638,13.864,10.862,8.354
2CXO J143307.8+342316,15.880999999999998,14.812,11.784,9.21
2CXO J143323.6+345444,17.756,16.288,12.720999999999998,8.906
2CXO J143445.3+332820,13.298,12.626,10.485,8.266
2CXO J143506.3+335526,16.283,15.792,12.951,8.991
2CXO J143547.5+335309,16.762,15.489,12.775,9.681
2CXO J143559.1+334640,15.299,14.21,11.623,8.965
2CXO J143617.8+353725,15.675999999999998,14.752,11.664,8.887
2CXO J143624.2+353710,14.718,13.605,10.912,8.677
2CXO J143624.6+352536,15.263,14.077,11.689,9.111
2CXO J143627.8+343417,15.972,14.74,11.279000000000002,9.052
2CXO J143628.0+335524,14.867,13.779000000000002,11.081,8.609
2CXO J143633.0+344253,16.187,14.826,11.985,9.73
2CXO J143651.5+343602,13.779000000000002,13.053,10.491,8.267999999999999
2CXO J143709.9+343531,14.347,13.753,10.37,7.712999999999999
2CXO J143239.8+361808,10.168,10.021,7.443,5.783
2CXO J004126.8-732632,14.205,14.214,13.039,9.302
2CXO J004632.5-730605,13.469,13.071,8.832,5.006
2CXO J004641.6-730117,8.652000000000001,8.71,8.629,8.085
2CXO J004706.1-730759,11.587,10.7,7.5779999999999985,5.1160000000000005
2CXO J004719.7-730823,13.873,13.77,11.388,8.587
2CXO J004750.1-730820,13.015999999999998,13.094,10.296,5.29
2CXO J004803.5-731700,11.333,11.302,8.601,4.747
2CXO J004814.1-731003,14.306,14.457,11.488,9.062
2CXO J004941.2-724848,12.001,11.729,6.9670000000000005,2.552
2CXO J005012.3-731156,11.02,11.16,10.054,8.235
2CXO J005023.1-725137,10.925999999999998,10.997,9.8,8.024
2CXO J005031.4-725317,14.57,14.498,10.907,7.7360000000000015
2CXO J005049.6-724153,9.893,10.02,9.917,9.084
2CXO J005057.8-731959,13.778,13.644,9.062,6.716
2CXO J005117.0-731606,15.363,15.477,13.139,9.077
2CXO J005130.8-730123,9.62,9.637,9.649,9.118
2CXO J005135.6-732308,15.356,15.19,12.979,9.298
2CXO J005153.0-723148,14.517,14.42,12.922,8.693
2CXO J005205.6-722603,14.345,14.207,12.893,9.284
2CXO J005207.3-722125,13.755,13.817,12.972,9.258
2CXO J005237.2-722733,14.380999999999998,14.181,12.564,9.431
2CXO J005245.1-722843,14.695,14.581,12.48,8.642999999999999
2CXO J005245.4-724401,13.476,13.192,9.83,7.479
2CXO J005246.2-730425,12.242,12.231,12.88,8.949
2CXO J005302.7-722852,12.772,12.199000000000002,11.194,9.141
2CXO J005314.3-721848,13.765,13.733,11.981,8.972000000000003
2CXO J005329.4-723349,13.981,13.753,13.12,9.25
2CXO J005352.4-722639,12.163,12.132,11.845,8.868
2CXO J005355.3-722645,13.539,13.465,13.076,9.267
2CXO J005403.8-722632,15.281,15.315,13.081,9.457
2CXO J005409.4-724143,9.627,8.568,6.276,4.863
2CXO J005446.3-722522,14.538,14.305,13.081,8.9
2CXO J005549.6-721927,15.028,15.015,11.513,8.719
2CXO J005619.1-721507,14.476,14.461,12.739,9.404
2CXO J005709.0-721635,14.385,14.226,12.599,9.477
2CXO J005710.5-722135,15.307,15.007,12.639,9.005
2CXO J005711.5-723007,14.880999999999998,14.617,10.983,8.942
2CXO J005749.5-720236,14.602,14.437,12.058,8.62
2CXO J005802.9-722559,15.095,15.262,12.49,8.544
2CXO J005823.0-721449,15.488,15.273,11.464,9.36
2CXO J005847.0-721301,12.782,12.658,9.513,5.853
2CXO J005905.6-721036,10.011,9.149,5.138,0.958
2CXO J005909.6-720525,15.32,14.889,11.848,8.447000000000001
2CXO J005910.0-721334,11.679,11.705,10.907,7.737999999999999
2CXO J005919.0-720425,17.259,16.294,12.539,8.982000000000003
2CXO J005938.6-721627,10.331,10.4,10.178,8.404
2CXO J005945.4-721535,13.652,13.68,12.573,9.142
2CXO J010131.6-720705,15.731,15.476,12.417,9.235
2CXO J010147.8-715549,13.587,13.366,11.977,8.697000000000001
2CXO J010156.1-721026,16.079,16.79,12.807,9.222
2CXO J010237.4-714920,10.567,10.614,10.496,8.99
2CXO J010304.6-715341,14.632,14.059,9.737,6.6789999999999985
2CXO J010354.1-720606,14.218,13.913,12.162,8.654
2CXO J010405.0-720448,14.508,14.565,12.755,9.275
2CXO J010416.6-722400,9.318,9.339,9.344,8.888
2CXO J010429.9-720204,14.06,13.702,12.407,8.693999999999999
2CXO J010435.4-722148,14.36,14.18,12.97,9.255
2CXO J010437.3-720630,16.305999999999994,15.899,12.812,9.508
2CXO J010507.3-715941,10.372,8.425,4.114,0.89
2CXO J010541.0-722748,11.073,11.116,11.185,9.204
2CXO J010550.1-721237,9.827,9.888,9.812,9.056
2CXO J010550.4-715802,9.29,9.393,9.173,7.555
2CXO J010628.3-720842,14.462,14.157,13.337,8.947000000000003
2CXO J010717.6-722417,16.846,16.463,12.572,8.756
2CXO J010744.3-722741,14.238,14.007,12.697,8.516
2CXO J010829.6-715521,14.749,14.552,12.837,9.729
2CXO J010926.6-724058,15.138,14.51,11.936,8.684
2CXO J011020.0-720336,7.501,7.516,7.447,7.529
2CXO J011043.3-714848,9.123,9.194,9.145,8.921
2CXO J011135.7-715103,10.162,10.202,10.218,8.927
2CXO J011324.0-732401,17.017,15.503,12.306,9.437
2CXO J011350.7-731757,11.466,10.536,6.2810000000000015,2.275
2CXO J011426.0-730956,15.332,15.292,12.151,8.972999999999997
2CXO J011447.6-732015,12.307,11.564,6.5779999999999985,2.2840000000000003
2CXO J011449.9-731918,11.424,11.429,10.685,6.135
2CXO J012013.9-724459,6.5939999999999985,6.6,6.631,6.632999999999999
2CXO J002335.6-720126,8.43,8.501,8.34,7.957000000000002
2CXO J002401.5-721513,7.723,7.752000000000002,7.747000000000001,7.927
2CXO J002414.4-715848,7.1160000000000005,7.148,7.097,7.0920000000000005
2CXO J002422.5-720423,6.398,6.572,6.346,6.327000000000001
2CXO J012756.9-732631,17.051,16.528,12.837,9.349
2CXO J122448.1+125413,15.056,13.714,11.17,8.23
2CXO J122515.0+125602,15.553,15.14,12.196,8.357000000000001
2CXO J122703.3+125401,15.144,13.872,11.197,9.161
2CXO J122709.8+124854,14.111,13.632,11.678,8.878
2CXO J122826.1+130105,17.011,15.696,12.461,9.152
2CXO J123133.0+121054,14.778,13.753,11.066,8.915
2CXO J123346.2+130905,15.482,14.132,11.380999999999998,8.738
2CXO J123355.6+130431,14.711,13.959,11.363,8.884
2CXO J123519.2+123314,15.048,14.715,11.755,9.001
2CXO J123527.7+121338,12.834,11.54,8.506,6.099
2CXO J123529.6+123106,15.567,14.255,11.015999999999998,8.625
2CXO J123540.1+123620,15.707,15.124,11.993,8.662
2CXO J122722.2+075554,16.026,15.008,11.175,8.422
2CXO J122912.8+075742,16.723,15.144,12.212,9.257
2CXO J122922.1+075332,15.92,14.970999999999998,12.017,8.541
2CXO J122942.2+075701,15.531,15.397,12.422,9.001
2CXO J123006.2+080203,15.945,14.729,11.814,8.642000000000001
2CXO J124105.5+112941,15.623,14.28,11.557,9.051
2CXO J124107.2+113702,15.646,14.204,11.164,8.999
2CXO J124210.4+115224,14.468,13.968,12.246,8.852
2CXO J124332.0+113146,15.244000000000002,14.889,12.654000000000002,9.075
2CXO J124335.5+113608,15.933,15.436,11.979,8.414
2CXO J124337.3+113225,13.011,13.04,11.818,8.314
2CXO J124343.2+113308,11.924,12.06,10.617,7.874
2CXO J124343.2+113536,16.252,15.74,12.765999999999998,8.718
2CXO J124346.9+113234,14.144,14.28,11.964,8.551
2CXO J124348.1+113049,16.35,16.523,12.342,9.021
2CXO J124348.7+113302,14.9,14.640999999999998,11.967,8.622
2CXO J124351.3+113820,15.447,15.703,12.629,9.137
2CXO J124351.7+113303,15.773,15.57,12.587,9.145
2CXO J124044.8+094840,14.755,13.8,11.414,8.781
2CXO J122859.3+114725,14.559,13.155,10.388,8.386000000000001
2CXO J123320.9+110701,15.488,14.019,10.873,8.703
2CXO J123410.7+111732,14.194,13.145,10.745,8.424
2CXO J123050.5+103859,14.169,13.409,10.236,8.254
2CXO J095746.6+020712,16.62,15.826,12.662,9.014
2CXO J095752.3+022020,15.749,14.466,10.527,8.79
2CXO J095754.7+023832,15.837,14.313,11.311,8.926
2CXO J095755.4+022400,16.656,16.137,12.169,8.911
2CXO J095757.5+023919,16.406,16.663,12.398,8.881
2CXO J095759.4+020436,16.166,14.69,11.139,8.627
2CXO J095759.4+022810,14.43,14.062,10.711,8.115
2CXO J095800.4+022452,16.998,15.963,12.297,8.646
2CXO J095810.8+014004,17.34,15.942,12.319,8.581
2CXO J095817.5+021938,16.543,15.246,12.274,8.626
2CXO J095820.4+020304,15.859000000000002,14.472,11.66,8.706
2CXO J095820.7+014609,14.843,13.385,10.352,8.011000000000001
2CXO J095829.2+021543,16.323,15.867,12.367,8.85
2CXO J095834.7+014502,16.146,14.611,11.998,8.882
2CXO J095835.0+022316,16.309,15.129,11.817,8.933
2CXO J095835.9+015157,16.397000000000002,15.092,11.833,8.441
2CXO J095839.2+020506,16.572,15.104,12.278,8.493
2CXO J095840.3+020807,15.632,15.102,11.665,8.51
2CXO J095841.9+015443,16.85,15.833,12.367,8.597000000000001
2CXO J095842.0+015857,17.203,15.752,12.36,8.584
2CXO J095844.7+020249,13.404000000000002,13.195,9.535,7.383999999999999
2CXO J095845.8+022007,16.873,15.713,12.678,9.105
2CXO J095846.7+023911,16.543,15.837,12.498,8.596
2CXO J095846.9+023255,16.288,15.962,12.185,8.731
2CXO J095848.8+023440,17.266,15.735,12.287,9.104
2CXO J095849.0+013219,15.5,15.159,11.949000000000002,8.764
2CXO J095849.5+021640,16.564,16.687,12.34,8.97
2CXO J095856.1+024127,17.044,15.583,11.827,8.384
2CXO J095858.6+020139,15.474,14.421,11.468,8.552
2CXO J095900.2+022811,15.957,15.503,12.032,9.028
2CXO J095903.2+022002,17.317999999999998,16.379,12.38,9.197
2CXO J095905.7+024026,16.781,15.94,12.174,8.872
2CXO J095910.3+020732,13.402,12.081,8.65,6.032
2CXO J095914.3+023624,16.811,16.713,12.207,9.01
2CXO J095915.0+014926,16.980999999999998,16.153,12.6,8.427
2CXO J095915.6+020856,14.985,14.47,10.88,8.14
2CXO J095917.2+015018,16.237000000000002,15.488,12.458,8.433
2CXO J095921.2+024412,15.81,15.265,12.088,8.577
2CXO J095922.1+013618,17.219,16.118,12.634,9.063
2CXO J095923.7+022522,16.598,16.152,12.372,8.499
2CXO J095928.3+022105,15.902,15.231,11.946,8.423
2CXO J095933.8+014906,14.326,14.122,9.641,7.999
2CXO J095934.8+021421,16.566,15.531,12.701,8.872
2CXO J095935.4+013100,17.213,15.605,11.943,8.448
2CXO J095938.5+023316,15.380999999999998,14.959,11.774,8.474
2CXO J095938.9+021200,15.642,14.908,11.262,8.712
2CXO J095942.7+013241,17.107,15.462,12.829,8.589
2CXO J095943.3+013544,15.108,14.492,11.961,8.776
2CXO J095943.7+022007,15.59,15.16,11.953,8.642000000000001
2CXO J095944.1+025037,18.091,15.488,12.087,8.526
2CXO J095945.2+023439,14.226,14.089,11.468,8.917
2CXO J095945.6+013032,15.970999999999998,15.005,12.05,8.834
2CXO J095953.7+013836,15.995,15.18,11.95,8.885
2CXO J095958.0+014327,16.492,15.001,12.053,9.104
2CXO J095958.5+021804,16.727,15.653,12.24,8.738
2CXO J100001.0+021413,17.384,15.851,12.257,8.994
2CXO J100003.5+015043,8.467,8.527000000000001,8.525,8.639
2CXO J100005.9+015453,15.446,14.357,11.508,8.882
2CXO J100006.8+021235,16.394000000000002,15.668,12.033,8.638
2CXO J100007.3+024043,17.06,15.643,12.746,9.207
2CXO J100007.9+014212,13.898,13.717,10.705,9.039
2CXO J100008.1+013306,16.653,15.015,11.87,9.045
2CXO J100008.4+020246,15.866,14.816,11.140999999999998,8.424
2CXO J100010.1+024141,14.543,14.276,12.408,9.088
2CXO J100011.1+020629,16.464000000000002,16.482,12.058,8.627
2CXO J100011.6+021919,16.762999999999998,16.455,12.485,8.888
2CXO J100012.1+014439,17.277,16.156,12.285,8.624
2CXO J100012.4+014057,16.741,16.159000000000002,12.082,8.967
2CXO J100013.5+013738,16.229,14.825,11.973,8.987
2CXO J100013.6+013034,15.502,14.947,12.136,8.818
2CXO J100013.7+021221,15.467,15.071,11.762,8.895
2CXO J100014.0+022838,15.822,14.578,11.938,8.927999999999997
2CXO J100014.1+021311,16.362000000000002,16.412,12.72,9.214
2CXO J100015.7+025545,13.962,13.525,11.12,8.502
2CXO J100016.7+013457,16.679000000000002,15.813,12.561,8.979
2CXO J100022.6+024209,16.878,15.814,12.325,8.399
2CXO J100024.4+020619,16.733,15.472,12.097,8.881
2CXO J100028.6+025112,15.188,14.261,11.986,8.405
2CXO J100030.0+025142,15.817,14.439,11.321,8.692
