recno|MIRES|RAJ2000|DEJ2000
   19789|G173.6089-01.7242|080.65632|+33.36719
   19790|G173.5842-01.7069|080.65669|+33.39741
   19791|G173.4970-01.6465|080.65727|+33.50338
   19792|G173.5949-01.7131|080.65782|+33.38508
   19793|G173.5887-01.7085|080.65815|+33.39277
   19794|G173.5825-01.7038|080.65857|+33.40053
   19795|G173.5234-01.6630|080.65886|+33.47227
   19796|G173.5494-01.6806|080.65906|+33.44097
   19797|G173.5268-01.6650|080.65920|+33.46841
   19798|G173.6506-01.7497|080.65944|+33.31847
   19799|G173.7201-01.7974|080.65944|+33.23413
   19800|G173.5842-01.7034|080.66015|+33.39936
   19801|G173.5979-01.7122|080.66077|+33.38308
   19802|G173.6185-01.7257|080.66141|+33.35849
   19803|G173.6106-01.7200|080.66165|+33.36816
   19804|G173.6914-01.7754|080.66178|+33.27025
   19805|G173.5230-01.6596|080.66199|+33.47458
   19806|G173.6022-01.7137|080.66224|+33.37866
   19807|G173.5737-01.6930|080.66336|+33.41386
   19808|G173.5880-01.7025|080.66365|+33.39672
   19809|G173.5672-01.6882|080.66369|+33.42197
   19810|G173.5703-01.6891|080.66482|+33.41891
   19811|G173.6139-01.7189|080.66495|+33.36608
   19812|G173.6780-01.7626|080.66523|+33.28855
   19813|G173.6972-01.7757|080.66528|+33.26530
   19814|G173.5684-01.6872|080.66544|+33.42146
   19815|G173.7156-01.7878|080.66590|+33.24328
   19816|G173.5851-01.6981|080.66603|+33.40158
   19817|G173.4785-01.6240|080.66699|+33.53135
   19818|G173.6873-01.7671|080.66711|+33.27830
   19819|G173.5724-01.6881|080.66724|+33.41774
   19820|G173.4949-01.6346|080.66753|+33.51186
   19821|G173.6023-01.7078|080.66802|+33.38191
   19822|G173.6109-01.7137|080.66811|+33.37149
   19823|G173.6745-01.7573|080.66819|+33.29442
   19824|G173.6863-01.7647|080.66881|+33.28055
   19825|G173.5875-01.6963|080.66936|+33.40064
   19826|G173.4253-01.5848|080.66957|+33.59744
   19827|G173.6208-01.7187|080.66990|+33.36053
   19828|G173.5792-01.6900|080.66999|+33.41102
   19829|G173.7201-01.7861|080.67057|+33.24052
   19831|G173.6010-01.7035|080.67145|+33.38538
   19832|G173.4922-01.6287|080.67157|+33.51741
   19833|G173.7308-01.7922|080.67174|+33.22827
   19834|G173.5912-01.6964|080.67177|+33.39755
   19835|G173.6067-01.7070|080.67187|+33.37877
   19836|G173.6099-01.7091|080.67194|+33.37494
   19837|G173.7261-01.7888|080.67194|+33.23403
   19838|G173.6189-01.7150|080.67220|+33.36416
   19839|G173.5652-01.6780|080.67240|+33.42938
   19840|G173.6297-01.7221|080.67253|+33.35124
   19841|G173.6332-01.7242|080.67287|+33.34722
   19842|G173.6684-01.7472|080.67395|+33.30519
   19843|G173.5255-01.6490|080.67407|+33.47849
   19844|G173.6137-01.7088|080.67482|+33.37202
   19845|G173.6122-01.7071|080.67545|+33.37419
   19846|G173.5264-01.6478|080.67591|+33.47838
   19847|G173.5132-01.6386|080.67603|+33.49453
   19848|G173.5823-01.6861|080.67603|+33.41069
   19849|G173.6101-01.7038|080.67727|+33.37780
   19850|G173.6290-01.7167|080.67744|+33.35488
   19851|G173.6251-01.7138|080.67761|+33.35972
   19852|G173.5958-01.6935|080.67778|+33.39539
   19853|G173.6700-01.7444|080.67786|+33.30541
   19854|G173.5941-01.6922|080.67787|+33.39752
   19855|G173.4898-01.6203|080.67827|+33.52413
   19856|G173.6239-01.7119|080.67870|+33.36186
   19857|G173.5777-01.6796|080.67923|+33.41816
   19858|G173.6098-01.7017|080.67924|+33.37919
   19859|G173.6289-01.7143|080.67969|+33.35630
   19860|G173.6456-01.7252|080.68023|+33.33638
   19861|G173.5463-01.6570|080.68023|+33.45683
   19862|G173.5875-01.6853|080.68032|+33.40686
   19863|G173.5563-01.6637|080.68048|+33.44477
   19864|G173.5962-01.6910|080.68052|+33.39646
   19865|G173.6599-01.7344|080.68081|+33.31947
   19866|G173.5175-01.6365|080.68102|+33.49213
   19867|G173.6834-01.7503|080.68103|+33.29099
   19868|G173.5901-01.6859|080.68148|+33.40438
   19869|G173.5661-01.6689|080.68198|+33.43374
   19870|G173.5939-01.6880|080.68199|+33.40005
   19871|G173.6655-01.7368|080.68228|+33.31344
   19872|G173.6085-01.6976|080.68232|+33.38260
   19873|G173.5745-01.6742|080.68244|+33.42383
   19874|G173.4441-01.5847|080.68245|+33.58197
   19875|G173.5517-01.6583|080.68269|+33.45163
   19876|G173.5821-01.6791|080.68273|+33.41482
   19877|G173.5826-01.6793|080.68290|+33.41427
   19878|G173.5048-01.6254|080.68336|+33.50891
   19879|G173.5954-01.6876|080.68336|+33.39911
   19880|G173.5771-01.6746|080.68373|+33.42149
   19881|G173.5996-01.6897|080.68407|+33.39438
   19882|G173.6017-01.6911|080.68420|+33.39189
   19883|G173.5926-01.6847|080.68436|+33.40296
   19884|G173.5814-01.6770|080.68436|+33.41660
   19885|G173.6714-01.7386|080.68449|+33.30761
   19886|G173.5827-01.6777|080.68449|+33.41511
   19887|G173.5147-01.6309|080.68462|+33.49766
   19888|G173.5186-01.6335|080.68474|+33.49299
   19889|G173.5701-01.6686|080.68495|+33.43069
   19890|G173.5904-01.6824|080.68507|+33.40608
   19891|G173.5259-01.6382|080.68508|+33.48427
   19892|G173.6186-01.7011|080.68574|+33.37227
   19893|G173.6522-01.7240|080.68590|+33.33169
   19894|G173.6488-01.7212|080.68632|+33.33600
   19895|G173.6119-01.6958|080.68636|+33.38082
   19896|G173.5800-01.6740|080.68640|+33.41941
   19897|G173.6462-01.7192|080.68661|+33.33930
   19898|G173.6192-01.7004|080.68678|+33.37222
   19899|G173.6521-01.7224|080.68736|+33.33266
   19900|G173.6586-01.7268|080.68744|+33.32483
   19901|G173.5696-01.6656|080.68757|+33.43280
   19902|G173.6216-01.7011|080.68777|+33.36978
   19903|G173.5462-01.6492|080.68790|+33.46131
   19904|G173.6008-01.6867|080.68795|+33.39510
   19905|G173.6110-01.6936|080.68799|+33.38280
   19906|G173.4848-01.6070|080.68803|+33.53580
   19907|G173.5937-01.6817|080.68807|+33.40377
   19908|G173.5871-01.6771|080.68811|+33.41189
   19909|G173.6150-01.6954|080.68890|+33.37844
   19910|G173.7307-01.7744|080.68927|+33.23841
   19911|G173.6314-01.7063|080.68927|+33.35883
   19912|G173.6033-01.6867|080.68957|+33.39305
   19913|G173.5836-01.6732|080.68961|+33.41697
   19914|G173.5680-01.6624|080.68966|+33.43588
   19915|G173.5748-01.6670|080.68969|+33.42769
   19916|G173.5934-01.6798|080.68969|+33.40516
   19917|G173.5574-01.6548|080.68998|+33.44888
   19918|G173.5776-01.6683|080.69032|+33.42466
   19919|G173.5325-01.6373|080.69044|+33.47933
   19920|G173.5689-01.6622|080.69048|+33.43530
   19921|G173.6481-01.7162|080.69077|+33.33947
   19922|G173.5394-01.6416|080.69082|+33.47119
   19923|G173.5708-01.6626|080.69140|+33.43350
   19924|G173.5785-01.6675|080.69173|+33.42431
   19925|G173.6146-01.6922|080.69182|+33.38063
   19926|G173.5759-01.6654|080.69211|+33.42772
   19927|G173.5992-01.6811|080.69228|+33.39961
   19928|G173.6040-01.6843|080.69244|+33.39382
   19929|G173.5671-01.6586|080.69287|+33.43880
   19930|G173.5973-01.6789|080.69323|+33.40235
   19931|G173.6769-01.7333|080.69344|+33.30599
   19932|G173.6260-01.6980|080.69386|+33.36794
   19933|G173.6663-01.7255|080.69394|+33.31914
   19934|G173.5603-01.6527|080.69398|+33.44772
   19935|G173.6649-01.7242|080.69423|+33.32105
   19936|G173.5322-01.6329|080.69452|+33.48210
   19937|G173.6032-01.6816|080.69457|+33.39605
   19938|G173.4967-01.6083|080.69482|+33.52527
   19939|G173.5887-01.6711|080.69511|+33.41385
   19940|G173.5906-01.6723|080.69515|+33.41169
   19941|G173.5251-01.6273|080.69524|+33.49113
   19942|G173.6288-01.6984|080.69532|+33.36541
   19943|G173.4412-01.5697|080.69532|+33.59280
   19944|G173.5569-01.6489|080.69548|+33.45266
   19945|G173.6059-01.6823|080.69570|+33.39341
   19946|G173.5802-01.6646|080.69578|+33.42458
   19947|G173.6036-01.6806|080.69582|+33.39622
   19948|G173.5875-01.6695|080.69586|+33.41575
   19949|G173.4844-01.5987|080.69599|+33.54085
   19950|G173.5871-01.6690|080.69615|+33.41641
   19951|G173.5708-01.6574|080.69653|+33.43647
   19952|G173.5730-01.6588|080.69661|+33.43380
   19953|G173.5961-01.6745|080.69682|+33.40588
   19954|G173.6258-01.6947|080.69690|+33.37000
   19955|G173.5834-01.6654|080.69711|+33.42149
   19956|G173.5992-01.6763|080.69711|+33.40233
   19957|G173.5696-01.6559|080.69724|+33.43827
   19958|G173.6116-01.6846|080.69727|+33.38741
   19959|G173.5914-01.6708|080.69728|+33.41188
   19960|G173.5450-01.6387|080.69744|+33.46827
   19961|G173.5756-01.6598|080.69744|+33.43108
   19962|G173.5831-01.6647|080.69765|+33.42211
   19963|G173.5825-01.6641|080.69782|+33.42302
   19964|G173.6049-01.6793|080.69795|+33.39594
   19965|G173.5970-01.6737|080.69815|+33.40564
   19966|G173.5553-01.6451|080.69820|+33.45611
   19967|G173.5894-01.6681|080.69853|+33.41502
   19968|G173.6566-01.7140|080.69874|+33.33372
   19969|G173.6008-01.6756|080.69886|+33.40135
   19970|G173.5700-01.6544|080.69890|+33.43875
   19971|G173.5731-01.6562|080.69924|+33.43522
   19972|G173.5864-01.6651|080.69945|+33.41916
   19973|G173.6297-01.6947|080.69953|+33.36678
   19974|G173.6216-01.6891|080.69957|+33.37663
   19975|G173.6088-01.6800|080.69990|+33.39228
   19976|G173.6327-01.6963|080.70007|+33.36341
   19977|G173.5866-01.6638|080.70090|+33.41975
   19978|G173.5008-01.6049|080.70095|+33.52386
   19979|G173.5662-01.6497|080.70102|+33.44452
   19980|G173.5687-01.6513|080.70111|+33.44160
   19981|G173.7046-01.7445|080.70116|+33.27683
   19982|G173.6407-01.7006|080.70119|+33.35436
   19983|G173.6347-01.6964|080.70127|+33.36163
   19984|G173.6634-01.7160|080.70137|+33.32699
   19985|G173.7246-01.7579|080.70141|+33.25280
   19986|G173.5777-01.6572|080.70144|+33.43086
   19987|G173.5812-01.6594|080.70161|+33.42675
   19988|G173.6018-01.6735|080.70166|+33.40172
   19989|G173.5762-01.6558|080.70173|+33.43283
   19990|G173.5898-01.6648|080.70207|+33.41652
   19991|G173.5015-01.6039|080.70236|+33.52380
   19992|G173.5687-01.6499|080.70253|+33.44235
   19993|G173.6444-01.7016|080.70269|+33.35075
   19994|G173.5840-01.6601|080.70282|+33.42405
   19995|G173.5002-01.6024|080.70307|+33.52569
   19996|G173.5492-01.6355|080.70353|+33.46658
   19997|G173.6037-01.6728|080.70362|+33.40055
   19998|G173.5950-01.6668|080.70365|+33.41119
   19999|G173.5004-01.6017|080.70382|+33.52597
   20000|G173.6006-01.6703|080.70394|+33.40452
   20001|G173.5631-01.6445|080.70406|+33.45011
   20002|G173.5910-01.6634|080.70431|+33.41636
   20003|G173.5322-01.6230|080.70436|+33.48772
   20004|G173.6002-01.6692|080.70478|+33.40552
   20005|G173.5369-01.6253|080.70523|+33.48250
   20006|G173.5870-01.6596|080.70532|+33.42183
   20007|G173.5360-01.6242|080.70573|+33.48391
   20008|G173.4637-01.5743|080.70603|+33.57167
   20009|G173.5390-01.6259|080.70607|+33.48044
   20010|G173.5031-01.6011|080.70623|+33.52408
   20011|G173.6882-01.7277|080.70657|+33.29988
   20012|G173.5228-01.6141|080.70673|+33.50050
   20013|G173.5897-01.6600|080.70682|+33.41935
   20014|G173.6993-01.7348|080.70703|+33.28671
   20015|G173.5962-01.6641|080.70715|+33.41169
   20016|G173.6072-01.6710|080.70769|+33.39869
   20017|G173.5529-01.6336|080.70795|+33.46463
   20018|G173.5653-01.6419|080.70812|+33.44977
   20019|G173.5061-01.6012|080.70824|+33.52158
   20020|G173.6137-01.6749|080.70824|+33.39116
   20021|G173.6189-01.6785|080.70827|+33.38483
   20022|G173.6237-01.6818|080.70828|+33.37905
   20023|G173.6056-01.6693|080.70828|+33.40099
   20024|G173.5759-01.6488|080.70844|+33.43707
   20025|G173.5510-01.6312|080.70899|+33.46761
   20026|G173.6682-01.7115|080.70903|+33.32549
   20027|G173.5616-01.6383|080.70915|+33.45486
   20028|G173.5989-01.6638|080.70919|+33.40961
   20029|G173.5438-01.6259|080.70927|+33.47649
   20030|G173.6588-01.7049|080.70928|+33.33700
   20031|G173.6088-01.6703|080.70953|+33.39785
   20032|G173.5131-01.6046|080.70956|+33.51388
   20033|G173.6409-01.6921|080.70965|+33.35903
   20034|G173.5889-01.6561|080.71003|+33.42218
   20035|G173.5592-01.6357|080.71011|+33.45831
   20036|G173.5964-01.6610|080.71031|+33.41325
   20037|G173.5515-01.6301|080.71040|+33.46775
   20038|G173.5704-01.6424|080.71102|+33.44519
   20039|G173.6042-01.6656|080.71111|+33.40425
   20040|G173.5751-01.6456|080.71115|+33.43952
   20041|G173.5908-01.6557|080.71174|+33.42083
   20042|G173.6982-01.7293|080.71182|+33.29074
   20043|G173.5860-01.6523|080.71182|+33.42677
   20044|G173.5824-01.6497|080.71198|+33.43124
   20045|G173.5708-01.6416|080.71211|+33.44533
   20046|G173.5849-01.6506|080.71273|+33.42863
   20047|G173.6299-01.6814|080.71286|+33.37413
   20048|G173.5587-01.6323|080.71311|+33.46058
   20049|G173.6798-01.7153|080.71314|+33.31383
   20050|G173.7090-01.7353|080.71315|+33.27841
   20051|G173.5426-01.6211|080.71327|+33.48017
   20052|G173.5737-01.6424|080.71328|+33.44252
   20053|G173.5278-01.6109|080.71332|+33.49816
   20054|G173.6145-01.6702|080.71345|+33.39316
   20055|G173.6518-01.6954|080.71390|+33.34813
   20056|G173.6197-01.6731|080.71407|+33.38724
   20057|G173.6455-01.6907|080.71415|+33.35603
   20058|G173.5650-01.6354|080.71436|+33.45363
   20059|G173.5561-01.6293|080.71436|+33.46443
   20060|G173.5941-01.6553|080.71440|+33.41838
   20061|G173.5992-01.6586|080.71457|+33.41238
   20062|G173.6181-01.6712|080.71494|+33.38958
   20063|G173.6030-01.6605|080.71527|+33.40807
   20064|G173.5604-01.6310|080.71557|+33.45996
   20065|G173.6327-01.6804|080.71569|+33.37241
   20066|G173.5384-01.6156|080.71586|+33.48675
   20067|G173.6131-01.6666|080.71607|+33.39636
   20068|G173.5999-01.6575|080.71616|+33.41241
   20069|G173.6103-01.6645|080.71628|+33.39983
   20070|G173.5720-01.6380|080.71649|+33.44638
   20071|G173.5144-01.5986|080.71649|+33.51616
   20072|G173.5846-01.6466|080.71657|+33.43113
   20073|G173.4803-01.5749|080.71674|+33.55769
   20074|G173.5611-01.6301|080.71695|+33.45986
   20075|G173.6719-01.7060|080.71698|+33.32558
   20076|G173.5581-01.6277|080.71728|+33.46367
   20077|G173.5917-01.6505|080.71749|+33.42313
   20078|G173.5087-01.5934|080.71765|+33.52380
   20079|G173.5288-01.6072|080.71770|+33.49947
   20080|G173.6092-01.6621|080.71786|+33.40208
   20081|G173.5885-01.6477|080.71807|+33.42727
   20082|G173.5025-01.5885|080.71827|+33.53169
   20083|G173.5190-01.5998|080.71836|+33.51171
   20084|G173.5430-01.6162|080.71840|+33.48266
   20085|G173.6153-01.6657|080.71849|+33.39505
   20086|G173.5069-01.5909|080.71890|+33.52669
   20087|G173.5344-01.6095|080.71915|+33.49355
   20088|G173.5126-01.5946|080.71915|+33.51996
   20089|G173.5309-01.6071|080.71920|+33.49781
   20090|G173.6116-01.6625|080.71920|+33.39988
   20091|G173.5183-01.5984|080.71924|+33.51308
   20092|G173.6360-01.6790|080.71936|+33.37044
   20093|G173.6175-01.6662|080.71944|+33.39294
   20094|G173.4472-01.5494|080.71948|+33.59944
   20095|G173.5881-01.6459|080.71961|+33.42869
   20096|G173.6963-01.7201|080.71961|+33.29749
   20097|G173.5720-01.6346|080.71983|+33.44833
   20098|G173.6021-01.6552|080.71990|+33.41183
   20099|G173.5970-01.6512|080.72039|+33.41830
   20100|G173.5206-01.5988|080.72040|+33.51091
   20101|G173.5222-01.5998|080.72048|+33.50908
   20102|G173.6212-01.6675|080.72065|+33.38919
   20103|G173.5159-01.5953|080.72069|+33.51683
   20104|G173.5780-01.6378|080.72077|+33.44161
   20105|G173.6317-01.6745|080.72081|+33.37652
   20106|G173.7283-01.7407|080.72086|+33.25944
   20107|G173.4548-01.5531|080.72103|+33.59100
   20108|G173.6536-01.6893|080.72111|+33.35008
   20109|G173.5713-01.6325|080.72144|+33.45007
   20110|G173.5517-01.6189|080.72166|+33.47397
   20111|G173.5412-01.6116|080.72178|+33.48671
   20112|G173.5988-01.6510|080.72182|+33.41694
   20113|G173.5765-01.6356|080.72190|+33.44400
   20114|G173.5196-01.5966|080.72195|+33.51303
   20115|G173.6132-01.6604|080.72227|+33.39980
   20116|G173.5173-01.5946|080.72240|+33.51603
   20117|G173.5645-01.6267|080.72261|+33.45896
   20118|G173.5233-01.5984|080.72265|+33.50897
   20119|G173.5922-01.6456|080.72269|+33.42550
   20120|G173.6056-01.6547|080.72278|+33.40927
   20121|G173.5582-01.6219|080.72311|+33.46686
   20122|G173.5676-01.6281|080.72336|+33.45561
   20123|G173.5919-01.6446|080.72353|+33.42624
   20124|G173.4775-01.5658|080.72386|+33.56514
   20125|G173.4892-01.5737|080.72394|+33.55097
   20126|G173.5060-01.5851|080.72407|+33.53075
   20127|G173.5884-01.6414|080.72419|+33.43097
   20128|G173.5907-01.6430|080.72424|+33.42819
   20129|G173.5318-01.6026|080.72428|+33.49955
   20130|G173.6530-01.6856|080.72432|+33.35266
   20131|G173.7408-01.7458|080.72432|+33.24631
   20132|G173.5764-01.6330|080.72441|+33.44564
   20133|G173.5166-01.5918|080.72461|+33.51819
   20134|G173.5182-01.5928|080.72473|+33.51627
   20135|G173.6568-01.6876|080.72490|+33.34842
   20136|G173.5794-01.6341|080.72536|+33.44253
   20137|G173.6625-01.6910|080.72545|+33.34186
   20138|G173.5557-01.6178|080.72545|+33.47130
   20139|G173.7326-01.7390|080.72549|+33.25689
   20140|G173.5910-01.6418|080.72561|+33.42863
   20141|G173.6076-01.6530|080.72582|+33.40861
   20142|G173.5205-01.5932|080.72586|+33.51419
   20143|G173.5928-01.6427|080.72594|+33.42655
   20144|G173.6333-01.6704|080.72598|+33.37749
   20145|G173.5951-01.6442|080.72599|+33.42389
   20146|G173.5156-01.5897|080.72607|+33.52025
   20147|G173.6540-01.6843|080.72624|+33.35264
   20148|G173.5860-01.6374|080.72652|+33.43519
   20149|G173.5343-01.6020|080.72653|+33.49780
   20150|G173.6230-01.6626|080.72669|+33.39044
   20151|G173.5115-01.5862|080.72669|+33.52552
   20152|G173.6034-01.6488|080.72707|+33.41444
   20153|G173.6116-01.6545|080.72707|+33.40444
   20154|G173.5105-01.5844|080.72777|+33.52741
   20155|G173.5826-01.6335|080.72815|+33.44022
   20156|G173.5212-01.5912|080.72832|+33.51472
   20157|G173.5704-01.6248|080.72845|+33.45522
   20158|G173.6453-01.6760|080.72857|+33.36444
   20159|G173.6587-01.6852|080.72861|+33.34828
   20160|G173.5244-01.5930|080.72869|+33.51110
   20161|G173.6943-01.7092|080.72902|+33.30533
   20162|G173.5821-01.6322|080.72906|+33.44138
   20163|G173.5932-01.6398|080.72911|+33.42794
   20164|G173.5367-01.6010|080.72919|+33.49643
   20165|G173.6408-01.6723|080.72924|+33.37028
   20166|G173.5193-01.5889|080.72931|+33.51758
   20167|G173.5131-01.5844|080.72953|+33.52528
   20168|G173.6371-01.6693|080.72961|+33.37502
   20169|G173.5043-01.5783|080.72965|+33.53596
   20170|G173.5629-01.6184|080.72970|+33.46497
   20171|G173.5072-01.5803|080.72970|+33.53244
   20172|G173.5299-01.5957|080.72974|+33.50505
   20173|G173.6236-01.6597|080.73003|+33.39161
   20174|G173.5572-01.6141|080.73007|+33.47210
   20175|G173.5784-01.6282|080.73057|+33.44669
   20176|G173.5579-01.6140|080.73069|+33.47161
   20177|G173.5815-01.6300|080.73082|+33.44308
   20178|G173.5763-01.6264|080.73090|+33.44944
   20179|G173.6703-01.6905|080.73124|+33.33569
   20180|G173.6626-01.6847|080.73174|+33.34530
   20181|G173.5550-01.6106|080.73207|+33.47594
   20182|G173.5360-01.5975|080.73210|+33.49899
   20183|G173.5921-01.6359|080.73215|+33.43105
   20184|G173.6484-01.6743|080.73236|+33.36294
   20185|G173.5971-01.6391|080.73240|+33.42503
   20186|G173.6358-01.6651|080.73298|+33.37847
   20187|G173.5906-01.6340|080.73302|+33.43327
   20188|G173.7132-01.7178|080.73328|+33.28491
   20189|G173.5336-01.5945|080.73348|+33.50269
   20190|G173.6369-01.6652|080.73353|+33.37750
   20191|G173.5281-01.5905|080.73378|+33.50944
   20192|G173.5835-01.6279|080.73428|+33.44261
   20193|G173.5903-01.6325|080.73432|+33.43435
   20194|G173.4978-01.5690|080.73444|+33.54660
   20195|G173.4790-01.5560|080.73453|+33.56938
   20196|G173.5990-01.6382|080.73465|+33.42402
   20197|G173.5922-01.6334|080.73474|+33.43230
   20198|G173.5392-01.5971|080.73478|+33.49655
   20199|G173.5294-01.5902|080.73490|+33.50861
   20200|G173.5806-01.6250|080.73515|+33.44664
   20201|G173.4891-01.5617|080.73578|+33.55789
   20202|G173.5855-01.6276|080.73594|+33.44113
   20203|G173.4665-01.5457|080.73623|+33.58558
   20204|G173.6005-01.6373|080.73648|+33.42330
   20205|G173.5946-01.6329|080.73686|+33.43063
   20206|G173.5834-01.6250|080.73707|+33.44430
   20207|G173.5816-01.6237|080.73716|+33.44663
   20208|G173.4748-01.5501|080.73748|+33.57624
   20209|G173.7104-01.7114|080.73769|+33.29077
   20210|G173.6209-01.6501|080.73769|+33.39925
