recno|MIRES|RAJ2000|DEJ2000
   10985|G081.6950+00.3714|309.94635|+42.23743
   10986|G081.6929+00.3694|309.94679|+42.23459
   10987|G081.7994+00.4512|309.94696|+42.36886
   10988|G081.6853+00.3628|309.94758|+42.22453
   10989|G081.9338+00.5527|309.94913|+42.53725
   10990|G081.6770+00.3534|309.95078|+42.21218
   10991|G081.8587+00.4915|309.95269|+42.44035
   10992|G081.7133+00.3792|309.95314|+42.25663
   10993|G081.7190+00.3818|309.95505|+42.26278
   10994|G081.6840+00.3541|309.95581|+42.21809
   10995|G081.7007+00.3667|309.95603|+42.23907
   10996|G081.8453+00.4781|309.95607|+42.42162
   10997|G081.7308+00.3898|309.95610|+42.27700
   10998|G081.7784+00.4259|309.95680|+42.33671
   10999|G081.9094+00.5259|309.95777|+42.50154
   11000|G081.8678+00.4936|309.95797|+42.44887
   11001|G081.7766+00.4231|309.95827|+42.33358
   11002|G081.7606+00.4108|309.95834|+42.31343
   11003|G081.7970+00.4380|309.95914|+42.35883
   11004|G081.8885+00.5082|309.95950|+42.47419
   11005|G081.7502+00.4007|309.96056|+42.29898
   11006|G081.7720+00.4169|309.96117|+42.32617
   11007|G081.9169+00.5270|309.96277|+42.50818
   11008|G081.7429+00.3904|309.96560|+42.28697
   11009|G081.8873+00.5009|309.96622|+42.46876
   11010|G081.7570+00.3997|309.96727|+42.30382
   11011|G081.8365+00.4594|309.96889|+42.40318
   11012|G081.7829+00.4169|309.97021|+42.33481
   11013|G081.8132+00.4397|309.97066|+42.37273
   11014|G081.8798+00.4908|309.97088|+42.45666
   11015|G081.8873+00.4933|309.97440|+42.46412
   11016|G081.9232+00.5203|309.97515|+42.50912
   11017|G081.7333+00.3731|309.97612|+42.26874
   11018|G081.7159+00.3592|309.97667|+42.24646
   11019|G081.7854+00.4120|309.97749|+42.33379
   11020|G081.8298+00.4460|309.97772|+42.38970
   11021|G081.7001+00.3456|309.97816|+42.22567
   11022|G081.8807+00.4846|309.97825|+42.45358
   11023|G081.9323+00.5238|309.97884|+42.51840
   11024|G081.7409+00.3748|309.98063|+42.27584
   11025|G081.9241+00.5156|309.98092|+42.50691
   11026|G081.8420+00.4516|309.98171|+42.40278
   11027|G081.8053+00.4232|309.98185|+42.35639
   11028|G081.8130+00.4290|309.98201|+42.36609
   11029|G081.8178+00.4324|309.98233|+42.37190
   11030|G081.9359+00.5232|309.98249|+42.52085
   11031|G081.7186+00.3547|309.98366|+42.24592
   11032|G081.7311+00.3644|309.98368|+42.26174
   11033|G081.8472+00.4534|309.98407|+42.40801
   11034|G081.9122+00.5034|309.98424|+42.49001
   11035|G081.7533+00.3804|309.98481|+42.28912
   11036|G081.7135+00.3496|309.98492|+42.23874
   11037|G081.8618+00.4637|309.98511|+42.42593
   11038|G081.7513+00.3780|309.98569|+42.28608
   11039|G081.6953+00.3346|309.98595|+42.21516
   11040|G081.8526+00.4537|309.98834|+42.41250
   11041|G081.9188+00.5044|309.98858|+42.49582
   11042|G081.9128+00.4998|309.98859|+42.48830
   11043|G081.8381+00.4422|309.98862|+42.39397
   11044|G081.7854+00.4015|309.98863|+42.32740
   11045|G081.8863+00.4786|309.98944|+42.45440
   11046|G081.7149+00.3456|309.99039|+42.23748
   11047|G081.7724+00.3891|309.99127|+42.30957
   11048|G081.8689+00.4631|309.99163|+42.43116
   11049|G081.7791+00.3920|309.99365|+42.31662
   11050|G081.7326+00.3559|309.99396|+42.25768
   11051|G081.7608+00.3768|309.99486|+42.29282
   11052|G081.9019+00.4851|309.99536|+42.47067
   11053|G081.9132+00.4924|309.99682|+42.48406
   11054|G081.7809+00.3904|309.99691|+42.31710
   11055|G081.8142+00.4160|309.99700|+42.35905
   11056|G081.8549+00.4465|309.99784|+42.40992
   11057|G081.7216+00.3431|309.99853|+42.24124
   11058|G081.9221+00.4976|309.99864|+42.49438
   11059|G081.8047+00.4069|309.99882|+42.34602
   11060|G081.9143+00.4904|309.99996|+42.48377
   11061|G081.7188+00.3393|310.00037|+42.23667
   11062|G081.7494+00.3610|310.00245|+42.27415
   11063|G081.7933+00.3948|310.00248|+42.32954
   11064|G081.8291+00.4212|310.00363|+42.37401
   11065|G081.8153+00.4105|310.00375|+42.35654
   11066|G081.8901+00.4669|310.00511|+42.45019
   11067|G081.8338+00.4234|310.00526|+42.37912
   11068|G081.7077+00.3257|310.00571|+42.21954
   11069|G081.7587+00.3649|310.00579|+42.28391
   11070|G081.7081+00.3243|310.00758|+42.21904
   11071|G081.7692+00.3713|310.00760|+42.29612
   11072|G081.9052+00.4760|310.00779|+42.46776
   11073|G081.7787+00.3782|310.00816|+42.30787
   11074|G081.7409+00.3490|310.00823|+42.26005
   11075|G081.7234+00.3355|310.00826|+42.23801
   11076|G081.7874+00.3844|310.00873|+42.31857
   11077|G081.7511+00.3564|310.00876|+42.27268
   11078|G081.8784+00.4543|310.00894|+42.43324
   11079|G081.7738+00.3728|310.00989|+42.30069
   11080|G081.8036+00.3941|310.01163|+42.33726
   11081|G081.8606+00.4377|310.01205|+42.40905
   11082|G081.7527+00.3542|310.01232|+42.27260
   11083|G081.9219+00.4840|310.01316|+42.48586
   11084|G081.7738+00.3689|310.01406|+42.29835
   11085|G081.7999+00.3863|310.01693|+42.32965
   11086|G081.9310+00.4862|310.01826|+42.49441
   11087|G081.7259+00.3278|310.01845|+42.23527
   11088|G081.7634+00.3563|310.01897|+42.28242
   11089|G081.9039+00.4639|310.01972|+42.45938
   11090|G081.7726+00.3620|310.02048|+42.29314
   11091|G081.8285+00.4048|310.02071|+42.36353
   11092|G081.9191+00.4742|310.02129|+42.47768
   11093|G081.8805+00.4444|310.02130|+42.42889
   11094|G081.8912+00.4521|310.02186|+42.44206
   11095|G081.7378+00.3335|310.02218|+42.24819
   11096|G081.7477+00.3407|310.02270|+42.26039
   11097|G081.7649+00.3537|310.02300|+42.28194
   11098|G081.8922+00.4505|310.02441|+42.44186
   11099|G081.7692+00.3536|310.02660|+42.28533
   11100|G081.8922+00.4483|310.02681|+42.44052
   11101|G081.8490+00.4147|310.02707|+42.38580
   11102|G081.8235+00.3950|310.02718|+42.35358
   11103|G081.7711+00.3541|310.02765|+42.28708
   11104|G081.8294+00.3978|310.02899|+42.36000
   11105|G081.7664+00.3490|310.02925|+42.28025
   11106|G081.9219+00.4681|310.03016|+42.47613
   11107|G081.8407+00.4050|310.03063|+42.37336
   11108|G081.8405+00.4019|310.03377|+42.37130
   11109|G081.9234+00.4645|310.03526|+42.47510
   11110|G081.9192+00.4611|310.03542|+42.46979
   11111|G081.8843+00.4340|310.03565|+42.42554
   11112|G081.8548+00.4112|310.03567|+42.38832
   11113|G081.7810+00.3541|310.03582|+42.29498
   11114|G081.8027+00.3693|310.03744|+42.32147
   11115|G081.8882+00.4345|310.03836|+42.42898
   11116|G081.9250+00.4624|310.03890|+42.47511
   11117|G081.8161+00.3764|310.04091|+42.33633
   11118|G081.7816+00.3493|310.04155|+42.29251
   11119|G081.8066+00.3684|310.04166|+42.32393
   11120|G081.9272+00.4598|310.04346|+42.47530
   11121|G081.7709+00.3391|310.04353|+42.27780
   11122|G081.7826+00.3472|310.04454|+42.29201
   11123|G081.8410+00.3922|310.04456|+42.36574
   11124|G081.8791+00.4214|310.04476|+42.41376
   11125|G081.8970+00.4349|310.04514|+42.43611
   11126|G081.9207+00.4528|310.04558|+42.46588
   11127|G081.8666+00.4110|310.04560|+42.39746
   11128|G081.8901+00.4288|310.04591|+42.42696
   11129|G081.8089+00.3655|310.04669|+42.32398
   11130|G081.8026+00.3584|310.04904|+42.31471
   11131|G081.8402+00.3856|310.05104|+42.36110
   11132|G081.9194+00.4457|310.05216|+42.46052
   11133|G081.8662+00.4046|310.05217|+42.39322
   11134|G081.8528+00.3932|310.05323|+42.37571
   11135|G081.8040+00.3552|310.05366|+42.31379
   11136|G081.8631+00.3983|310.05633|+42.38691
   11137|G081.8956+00.4231|310.05668|+42.42787
   11138|G081.8031+00.3481|310.06043|+42.30880
   11139|G081.8445+00.3798|310.06080|+42.36091
   11140|G081.8015+00.3449|310.06260|+42.30561
   11141|G081.8456+00.3773|310.06436|+42.36035
   11142|G081.9039+00.4219|310.06482|+42.43370
   11143|G081.8226+00.3587|310.06529|+42.33070
   11144|G081.8586+00.3864|310.06539|+42.37609
   11145|G081.8313+00.3651|310.06565|+42.34151
   11146|G081.9317+00.4419|310.06634|+42.46792
   11147|G081.9146+00.4288|310.06635|+42.44638
   11148|G081.8833+00.4037|310.06728|+42.40621
   11149|G081.8397+00.3684|310.06903|+42.35014
   11150|G081.7878+00.3282|310.06915|+42.28458
   11151|G081.8663+00.3887|310.06935|+42.38364
   11152|G081.9051+00.4164|310.07169|+42.43130
   11153|G081.8619+00.3830|310.07180|+42.37663
   11154|G081.8783+00.3942|310.07336|+42.39648
   11155|G081.8089+00.3386|310.07547|+42.30754
   11156|G081.8052+00.3353|310.07595|+42.30259
   11157|G081.8163+00.3436|310.07621|+42.31647
   11158|G081.9282+00.4287|310.07765|+42.45708
   11159|G081.9368+00.4339|310.07918|+42.46699
   11160|G081.7995+00.3262|310.08093|+42.29255
   11161|G081.8754+00.3843|310.08151|+42.38814
   11162|G081.8085+00.3314|310.08289|+42.30289
   11163|G081.8416+00.3554|310.08451|+42.34368
   11164|G081.8551+00.3656|310.08483|+42.36063
   11165|G081.8600+00.3681|310.08607|+42.36604
   11166|G081.8728+00.3754|310.08892|+42.38065
   11167|G081.8923+00.3894|310.09003|+42.40463
   11168|G081.9314+00.4185|310.09127|+42.45340
   11169|G081.8852+00.3802|310.09406|+42.39334
   11170|G081.9088+00.3960|310.09663|+42.42177
   11171|G081.9286+00.4113|310.09667|+42.44674
   11172|G081.8861+00.3784|310.09668|+42.39298
   11173|G081.8822+00.3737|310.09844|+42.38704
   11174|G081.8702+00.3640|310.09898|+42.37160
   11175|G081.8447+00.3424|310.10106|+42.33822
   11176|G081.9002+00.3839|310.10251|+42.40755
   11177|G081.8647+00.3557|310.10326|+42.36218
   11178|G081.8482+00.3422|310.10406|+42.34089
   11179|G081.8305+00.3279|310.10477|+42.31817
   11180|G081.8887+00.3717|310.10606|+42.39097
   11181|G081.8913+00.3735|310.10623|+42.39407
   11182|G081.8670+00.3528|310.10832|+42.36229
   11183|G081.9350+00.4038|310.11006|+42.44722
   11184|G081.8550+00.3418|310.11020|+42.34606
   11185|G081.9133+00.3862|310.11085|+42.41929
   11186|G081.8947+00.3656|310.11751|+42.39200
   11187|G081.8701+00.3465|310.11768|+42.36083
   11188|G081.8978+00.3677|310.11779|+42.39572
   11189|G081.8910+00.3602|310.12024|+42.38573
   11190|G081.9328+00.3922|310.12066|+42.43838
   11191|G081.8509+00.3273|310.12228|+42.33392
   11192|G081.8734+00.3395|310.12789|+42.35918
   11193|G081.9220+00.3753|310.12974|+42.41949
   11194|G081.9346+00.3850|310.12974|+42.43541
   11195|G081.8972+00.3543|310.13170|+42.38707
   11196|G081.9313+00.3778|310.13480|+42.42844
   11197|G081.8999+00.3496|310.13903|+42.38630
   11198|G081.9279+00.3694|310.14095|+42.42061
   11199|G081.8964+00.3431|310.14303|+42.37957
   11200|G081.8840+00.3335|310.14306|+42.36384
   11201|G081.9027+00.3474|310.14366|+42.38712
   11202|G081.9371+00.3725|310.14528|+42.42970
   11203|G081.9268+00.3622|310.14779|+42.41527
   11204|G081.9295+00.3639|310.14818|+42.41845
   11205|G081.9171+00.3521|310.15053|+42.40148
   11206|G081.9205+00.3498|310.15581|+42.40271
   11207|G081.9315+00.3499|310.16479|+42.41145
   11208|G081.9342+00.3519|310.16495|+42.41488
   11209|G267.6676-01.4286|134.09277|-47.54574
   11210|G267.6550-01.4141|134.09708|-47.52667
   11211|G267.7122-01.4589|134.10140|-47.59929
   11212|G267.6390-01.3924|134.10614|-47.50046
   11213|G267.6236-01.3540|134.13452|-47.46381
   11214|G267.6964-01.4110|134.14033|-47.55624
   11215|G267.5395-01.2708|134.14750|-47.34589
   11216|G267.6499-01.3456|134.16934|-47.47841
   11217|G267.6473-01.3228|134.19241|-47.46164
   11218|G267.8465-01.4610|134.22845|-47.70283
   11219|G267.8505-01.4614|134.23186|-47.70602
   11220|G267.8623-01.4514|134.25451|-47.70851
   11221|G267.8586-01.4475|134.25540|-47.70322
   11222|G267.7984-01.3668|134.28836|-47.60500
   11223|G267.6728-01.2479|134.30119|-47.43228
   11224|G267.8511-01.3995|134.30226|-47.66628
   11225|G267.6761-01.2454|134.30702|-47.43316
   11226|G267.6770-01.2456|134.30773|-47.43394
   11227|G267.6768-01.2422|134.31138|-47.43156
   11228|G267.5522-01.1123|134.33729|-47.25246
   11229|G267.8818-01.3849|134.34851|-47.68011
   11230|G267.8645-01.3694|134.34917|-47.65691
   11231|G267.9010-01.4007|134.34921|-47.70496
   11232|G267.8781-01.3786|134.35198|-47.67322
   11233|G267.6706-01.1995|134.35337|-47.39912
   11234|G267.8802-01.3778|134.35490|-47.67425
   11235|G267.9010-01.3904|134.36084|-47.69824
   11236|G267.7412-01.2482|134.36668|-47.48442
   11237|G267.6699-01.1803|134.37415|-47.38606
   11238|G267.8987-01.3758|134.37507|-47.68702
   11239|G267.9053-01.3712|134.38659|-47.68895
   11240|G267.5323-01.0402|134.39876|-47.19040
   11241|G267.8930-01.3495|134.39909|-47.66552
   11242|G267.8635-01.3154|134.40904|-47.62091
   11243|G267.7790-01.2416|134.41051|-47.50880
   11244|G267.8616-01.3007|134.42372|-47.60997
   11245|G268.0005-01.4133|134.43132|-47.78859
   11246|G267.7231-01.1743|134.43210|-47.42253
   11247|G267.8838-01.3116|134.43295|-47.63385
   11248|G267.8519-01.2782|134.43969|-47.58795
   11249|G267.6312-01.0880|134.44026|-47.29659
   11250|G268.0070-01.4071|134.44454|-47.78953
   11251|G267.6938-01.1328|134.45033|-47.37329
   11252|G267.6362-01.0809|134.45299|-47.29576
   11253|G267.9667-01.3628|134.45555|-47.73009
   11254|G267.7168-01.1466|134.45705|-47.39971
   11255|G267.9445-01.3416|134.45784|-47.69944
   11256|G267.9068-01.3077|134.45957|-47.64872
   11257|G268.0729-01.4503|134.45977|-47.86768
   11258|G268.0182-01.3999|134.46358|-47.79337
   11259|G267.9630-01.3509|134.46538|-47.71957
   11260|G267.9174-01.3114|134.46566|-47.65917
   11261|G267.8496-01.2525|134.46645|-47.56942
   11262|G268.0571-01.4299|134.46754|-47.84237
   11263|G267.9730-01.3568|134.46834|-47.73095
   11264|G267.8271-01.2286|134.47148|-47.53681
   11265|G267.7495-01.1579|134.47596|-47.43184
   11266|G267.8845-01.2733|134.47668|-47.60944
   11267|G267.9123-01.2965|134.47752|-47.64561
   11268|G267.9014-01.2868|134.47791|-47.63101
   11269|G267.9718-01.3470|134.47834|-47.72364
   11270|G267.9489-01.3257|134.48007|-47.69239
   11271|G267.9909-01.3601|134.48204|-47.74672
   11272|G267.9538-01.3275|134.48276|-47.69726
   11273|G267.7309-01.1358|134.48281|-47.40334
   11274|G268.0492-01.4093|134.48302|-47.82292
   11275|G267.9102-01.2888|134.48423|-47.63901
   11276|G267.8182-01.2081|134.48595|-47.51667
   11277|G267.8105-01.1995|134.48812|-47.50517
   11278|G267.9441-01.3138|134.48887|-47.68098
   11279|G267.9260-01.2972|134.48991|-47.65646
   11280|G267.9640-01.3299|134.49004|-47.70659
   11281|G267.7218-01.1196|134.49208|-47.38583
   11282|G267.9622-01.3247|134.49413|-47.70182
   11283|G267.7325-01.1270|134.49417|-47.39883
   11284|G267.6475-01.0530|134.49509|-47.28608
   11285|G267.8975-01.2679|134.49530|-47.61577
   11286|G267.7518-01.1419|134.49602|-47.42315
   11287|G268.0024-01.3549|134.49911|-47.75199
   11288|G267.8981-01.2632|134.50130|-47.61315
   11289|G267.8974-01.2621|134.50176|-47.61192
   11290|G268.0229-01.3698|134.50212|-47.77731
   11291|G267.9480-01.3052|134.50233|-47.67835
   11292|G267.7571-01.1405|134.50279|-47.42624
   11293|G267.9593-01.3144|134.50284|-47.69292
   11294|G267.8434-01.2130|134.50471|-47.53900
   11295|G267.7486-01.1300|134.50631|-47.41302
   11296|G267.7375-01.1195|134.50731|-47.39773
   11297|G267.7187-01.1032|134.50751|-47.37283
   11298|G267.9383-01.2918|134.50798|-47.66228
   11299|G267.7424-01.1224|134.50881|-47.40332
   11300|G267.7515-01.1299|134.50921|-47.41509
   11301|G267.9381-01.2905|134.50925|-47.66126
   11302|G267.9825-01.3278|134.51029|-47.71925
   11303|G267.9773-01.3222|134.51154|-47.71162
   11304|G267.9807-01.3232|134.51369|-47.71491
   11305|G267.9189-01.2699|134.51379|-47.63331
   11306|G267.7581-01.1313|134.51404|-47.42099
   11307|G267.7556-01.1287|134.51448|-47.41737
   11308|G267.9380-01.2837|134.51680|-47.65675
   11309|G267.8615-01.2177|134.51685|-47.55572
   11310|G267.9427-01.2872|134.51747|-47.66262
   11311|G267.9889-01.3258|134.51866|-47.72279
   11312|G267.7582-01.1269|134.51899|-47.41827
   11313|G267.9632-01.3016|134.52111|-47.68753
   11314|G267.7525-01.1193|134.52202|-47.40898
   11315|G268.0018-01.3333|134.52273|-47.73744
   11316|G267.9505-01.2891|134.52288|-47.66976
   11317|G267.7996-01.1590|134.52303|-47.47050
   11318|G267.8163-01.1733|134.52312|-47.49248
   11319|G267.6867-01.0612|134.52364|-47.32123
   11320|G267.6840-01.0583|134.52427|-47.31726
   11321|G267.9067-01.2466|134.52820|-47.60883
   11322|G267.9193-01.2553|134.53059|-47.62403
   11323|G267.7587-01.1163|134.53137|-47.41167
   11324|G267.9463-01.2779|134.53142|-47.65928
   11325|G267.7930-01.1456|134.53165|-47.45678
   11326|G267.9712-01.2979|134.53302|-47.69112
   11327|G267.9999-01.3213|134.53441|-47.72820
   11328|G268.0197-01.3379|134.53496|-47.75396
   11329|G267.7780-01.1296|134.53502|-47.43497
   11330|G267.9611-01.2871|134.53534|-47.67652
   11331|G267.9816-01.3028|134.53748|-47.70225
   11332|G267.7752-01.1242|134.53841|-47.42932
   11333|G267.9289-01.2554|134.53973|-47.63138
   11334|G267.9831-01.3017|134.54025|-47.70270
   11335|G267.7526-01.1013|134.54232|-47.39727
   11336|G267.7444-01.0933|134.54328|-47.38580
   11337|G267.9198-01.2425|134.54551|-47.61607
   11338|G267.7411-01.0883|134.54570|-47.38010
   11339|G267.8849-01.2095|134.54878|-47.56811
   11340|G268.1536-01.4396|134.55031|-47.92181
   11341|G267.9345-01.2490|134.55242|-47.63151
   11342|G267.9334-01.2469|134.55369|-47.62927
   11343|G267.7442-01.0836|134.55388|-47.37934
   11344|G267.9385-01.2498|134.55535|-47.63502
   11345|G268.1181-01.4037|134.55643|-47.87149
   11346|G267.9664-01.2714|134.55820|-47.67022
   11347|G267.8302-01.1521|134.56036|-47.48919
   11348|G267.9238-01.2318|134.56143|-47.61208
   11349|G267.7755-01.1035|134.56191|-47.41601
   11350|G267.7631-01.0923|134.56247|-47.39936
   11351|G267.9905-01.2872|134.56373|-47.69882
   11352|G268.0168-01.3096|134.56412|-47.73335
   11353|G267.7991-01.1208|134.56532|-47.44520
   11354|G267.9798-01.2764|134.56551|-47.68371
   11355|G267.7493-01.0774|134.56578|-47.37916
   11356|G267.7752-01.0977|134.56807|-47.41204
   11357|G267.7864-01.1061|134.56954|-47.42601
   11358|G267.7436-01.0664|134.57261|-47.36765
   11359|G267.9756-01.2639|134.57541|-47.67229
   11360|G267.9602-01.2507|134.57543|-47.65196
   11361|G267.7523-01.0670|134.58035|-47.37470
   11362|G267.9636-01.2474|134.58241|-47.65250
   11363|G267.8792-01.1743|134.58277|-47.54084
   11364|G267.8904-01.1829|134.58403|-47.55491
   11365|G267.9054-01.1954|134.58442|-47.57440
   11366|G267.7752-01.0826|134.58499|-47.40222
   11367|G267.9182-01.2059|134.58507|-47.59101
   11368|G267.8599-01.1552|134.58551|-47.51373
   11369|G267.7679-01.0750|134.58637|-47.39168
   11370|G267.9863-01.2622|134.58780|-47.67923
   11371|G268.1420-01.3963|134.58797|-47.88479
   11372|G267.9792-01.2547|134.58935|-47.66897
   11373|G267.9694-01.2456|134.59008|-47.65565
   11374|G267.7624-01.0668|134.59039|-47.38216
   11375|G267.9939-01.2656|134.59141|-47.68725
   11376|G267.8665-01.1553|134.59169|-47.51877
   11377|G267.7793-01.0795|134.59246|-47.40327
   11378|G267.9263-01.2044|134.59452|-47.59613
   11379|G267.8318-01.1221|134.59538|-47.47079
   11380|G267.9418-01.2153|134.59740|-47.61493
   11381|G267.8561-01.1404|134.59845|-47.50120
   11382|G267.7724-01.0675|134.59910|-47.39018
   11383|G267.8559-01.1396|134.59921|-47.50048
   11384|G267.8895-01.1683|134.59943|-47.54463
   11385|G267.9798-01.2446|134.60131|-47.66289
   11386|G267.7763-01.0683|134.60206|-47.39371
   11387|G267.8697-01.1459|134.60546|-47.51502
   11388|G267.8370-01.1174|134.60575|-47.47167
   11389|G268.0276-01.2817|134.60594|-47.72323
   11390|G267.9640-01.2266|134.60619|-47.63917
   11391|G267.8787-01.1528|134.60636|-47.52638
   11392|G267.8697-01.1448|134.60660|-47.51432
   11393|G267.7720-01.0595|134.60773|-47.38468
   11394|G268.0024-01.2581|134.60800|-47.68876
   11395|G267.7682-01.0560|134.60801|-47.37947
   11396|G267.9425-01.2063|134.60811|-47.60960
   11397|G268.0383-01.2889|134.60828|-47.73608
   11398|G268.0104-01.2643|134.60881|-47.69895
   11399|G267.8688-01.1417|134.60922|-47.51159
   11400|G267.9790-01.2361|134.61002|-47.65675
   11401|G267.7882-01.0712|134.61029|-47.40456
   11402|G267.7776-01.0610|134.61139|-47.38988
   11403|G267.9984-01.2512|134.61195|-47.68123
   11404|G267.7748-01.0577|134.61246|-47.38557
   11405|G267.9419-01.2002|134.61437|-47.60517
   11406|G267.5917-00.8970|134.61538|-47.14203
   11407|G267.9874-01.2375|134.61660|-47.66397
   11408|G267.7761-01.0548|134.61696|-47.38463
   11409|G267.7949-01.0707|134.61731|-47.40934
   11410|G267.9899-01.2351|134.62168|-47.66432
   11411|G267.6443-00.9354|134.62321|-47.20696
   11412|G267.9138-01.1678|134.62352|-47.56277
   11413|G267.9712-01.2172|134.62376|-47.63847
   11414|G267.8463-01.1088|134.62434|-47.47308
   11415|G268.0128-01.2523|134.62456|-47.69287
   11416|G267.9912-01.2334|134.62496|-47.66422
   11417|G267.8944-01.1498|134.62498|-47.53633
   11418|G267.9642-01.2098|134.62521|-47.62832
   11419|G268.0102-01.2486|134.62625|-47.68854
   11420|G267.8980-01.1494|134.62891|-47.53877
   11421|G267.8171-01.0775|134.63115|-47.43049
   11422|G267.9403-01.1835|134.63157|-47.59306
   11423|G268.1120-01.3315|134.63193|-47.81969
   11424|G267.9955-01.2304|134.63240|-47.66549
   11425|G267.9921-01.2272|134.63270|-47.66083
   11426|G268.0130-01.2445|134.63369|-47.68793
   11427|G268.1779-01.3867|134.63382|-47.90560
   11428|G267.9032-01.1488|134.63460|-47.54224
   11429|G267.9911-01.2241|134.63529|-47.65805
   11430|G267.8885-01.1346|134.63622|-47.52188
   11431|G267.8210-01.0759|134.63671|-47.43239
   11432|G267.8339-01.0871|134.63674|-47.44953
   11433|G267.9814-01.2134|134.63787|-47.64372
   11434|G267.8099-01.0639|134.63939|-47.41625
   11435|G267.9574-01.1879|134.64332|-47.60886
   11436|G268.0186-01.2405|134.64350|-47.68959
   11437|G268.0408-01.2580|134.64550|-47.71778
   11438|G267.6046-00.8803|134.64640|-47.14086
   11439|G268.0045-01.2257|134.64649|-47.66919
   11440|G267.8205-01.0626|134.65110|-47.42342
   11441|G267.8976-01.1234|134.65757|-47.52148
   11442|G267.5547-00.8242|134.66076|-47.06640
   11443|G267.7135-00.9607|134.66167|-47.27581
   11444|G267.7731-01.0100|134.66412|-47.35315
   11445|G267.9671-01.1732|134.66919|-47.60659
   11446|G268.0974-01.2844|134.67070|-47.77784
   11447|G267.9563-01.1559|134.67808|-47.58706
   11448|G267.9172-01.1209|134.67936|-47.53464
   11449|G267.7444-00.9700|134.68104|-47.30529
   11450|G267.9085-01.1114|134.68167|-47.52182
   11451|G267.8792-01.0850|134.68288|-47.48245
   11452|G267.9357-01.1332|134.68360|-47.55664
   11453|G267.9455-01.1399|134.68560|-47.56846
   11454|G267.9414-01.1338|134.68837|-47.56139
   11455|G267.8717-01.0723|134.68977|-47.46848
   11456|G267.9572-01.1459|134.69010|-47.58126
   11457|G268.0018-01.1844|134.69024|-47.64015
   11458|G267.9569-01.1442|134.69178|-47.57990
   11459|G267.8699-01.0680|134.69288|-47.46428
   11460|G267.8826-01.0758|134.69637|-47.47896
   11461|G267.5376-00.7761|134.69767|-47.02203
   11462|G267.9912-01.1683|134.69800|-47.62166
   11463|G267.8961-01.0843|134.69992|-47.49470
   11464|G267.9132-01.0982|134.70091|-47.51674
   11465|G268.1685-01.3166|134.70369|-47.85265
   11466|G267.8610-01.0503|134.70400|-47.44599
   11467|G268.1091-01.2644|134.70460|-47.77363
   11468|G267.8664-01.0537|134.70540|-47.45228
   11469|G268.2261-01.3629|134.70770|-47.92656
   11470|G268.0410-01.1986|134.71231|-47.67909
   11471|G267.8769-01.0564|134.71266|-47.46196
   11472|G268.0374-01.1943|134.71374|-47.67356
   11473|G268.0419-01.1962|134.71591|-47.67816
   11474|G267.9423-01.1094|134.71665|-47.54610
   11475|G267.6422-00.8478|134.71860|-47.14801
   11476|G268.0302-01.1832|134.71924|-47.66083
   11477|G268.1792-01.3067|134.72538|-47.85432
   11478|G267.7488-00.9337|134.72572|-47.28484
   11479|G268.2381-01.3549|134.72837|-47.93037
   11480|G267.8858-01.0471|134.73157|-47.46256
   11481|G268.0378-01.1743|134.73649|-47.66076
   11482|G268.0486-01.1829|134.73733|-47.67454
   11483|G267.8801-01.0326|134.74225|-47.44881
   11484|G267.7820-00.9443|134.74600|-47.31692
   11485|G267.9528-01.0917|134.74666|-47.54242
   11486|G267.9979-01.1304|134.74705|-47.60184
   11487|G268.0442-01.1690|134.74877|-47.66212
   11488|G267.8824-01.0280|134.74968|-47.44757
   11489|G268.0372-01.1620|134.74980|-47.65223
   11490|G267.8724-01.0175|134.75165|-47.43309
   11491|G267.8908-01.0326|134.75267|-47.45685
   11492|G267.7106-00.8753|134.75391|-47.21772
   11493|G267.8753-01.0167|134.75539|-47.43482
   11494|G267.5521-00.7353|134.75691|-47.00630
   11495|G268.2902-01.3712|134.76095|-47.98047
   11496|G267.9983-01.1177|134.76164|-47.59384
   11497|G267.8862-01.0175|134.76508|-47.44353
   11498|G267.7053-00.8585|134.76753|-47.20276
   11499|G267.7493-00.8873|134.77787|-47.25481
   11500|G268.0419-01.1375|134.78182|-47.63977
   11501|G267.7062-00.8455|134.78287|-47.19491
   11502|G267.6697-00.8131|134.78368|-47.14614
   11503|G268.1157-01.1980|134.78572|-47.73520
   11504|G268.0865-01.1718|134.78678|-47.69592
   11505|G267.8838-00.9953|134.78760|-47.42716
   11506|G267.7006-00.8332|134.79117|-47.18258
   11507|G267.8922-00.9991|134.79150|-47.43599
   11508|G267.7442-00.8691|134.79324|-47.23899
   11509|G267.9120-01.0146|134.79330|-47.46117
   11510|G267.8491-00.9594|134.79405|-47.37748
   11511|G267.8501-00.9577|134.79684|-47.37711
   11512|G267.7370-00.8583|134.79841|-47.22653
   11513|G268.0791-01.1543|134.79916|-47.67886
   11514|G267.7502-00.8688|134.79938|-47.24332
   11515|G267.7515-00.8697|134.79966|-47.24498
   11516|G267.7161-00.8336|134.80558|-47.19453
   11517|G267.9361-01.0230|134.80729|-47.48485
   11518|G267.9192-01.0077|134.80805|-47.46206
   11519|G267.7932-00.8949|134.81189|-47.29292
   11520|G267.9167-01.0005|134.81362|-47.45541
   11521|G267.9139-00.9979|134.81376|-47.45161
