recno|RAJ2000|DEJ2000
     991|083.82983|-05.36211
     992|083.83008|-05.38074
     993|083.83008|-05.51760
     994|083.83016|-05.29229
     995|083.83020|-05.45897
     996|083.83025|-05.34707
     997|083.83046|-05.33550
     998|083.83054|-05.27916
     999|083.83069|-05.28871
    1000|083.83078|-05.38513
    1001|083.83082|-05.42844
    1002|083.83112|-05.25908
    1003|083.83118|-05.45445
    1004|083.83118|-05.37268
    1005|083.83129|-05.26893
    1006|083.83129|-05.35124
    1007|083.83142|-05.45122
    1008|083.83144|-05.36364
    1009|083.83148|-05.53292
    1010|083.83156|-05.28428
    1011|083.83162|-05.45992
    1012|083.83173|-05.33383
    1013|083.83174|-05.39926
    1014|083.83178|-05.41882
    1015|083.83181|-05.38433
    1016|083.83192|-05.55039
    1017|083.83192|-05.29617
    1018|083.83194|-05.40739
    1113|083.83870|-05.46075
    1019|083.83196|-05.22408
    1020|083.83199|-05.34942
    1021|083.83209|-05.34212
    1022|083.83215|-05.32506
    1023|083.83215|-05.37621
    1024|083.83225|-05.34154
    1025|083.83234|-05.35297
    1026|083.83250|-05.23482
    1027|083.83251|-05.51045
    1028|083.83255|-05.25982
    1029|083.83260|-05.37266
    1030|083.83269|-05.41331
    1031|083.83280|-05.50896
    1032|083.83285|-05.25233
    1033|083.83299|-05.40070
    1034|083.83302|-05.51761
    1035|083.83317|-05.56489
    1036|083.83319|-05.36500
    1037|083.83324|-05.37580
    1038|083.83328|-05.31292
    1039|083.83338|-05.21398
    1040|083.83344|-05.34405
    1041|083.83348|-05.37400
    1042|083.83348|-05.42287
    1043|083.83350|-05.48674
    1044|083.83353|-05.42713
    1045|083.83358|-05.35164
    1046|083.83359|-05.42062
    1047|083.83371|-05.34552
    1048|083.83373|-05.33304
    1049|083.83378|-05.20584
    1050|083.83391|-05.43450
    1051|083.83393|-05.35935
    1052|083.83400|-05.22109
    1053|083.83402|-05.37451
    1054|083.83404|-05.26639
    1055|083.83404|-05.32898
    1056|083.83405|-05.44420
    1057|083.83408|-05.38569
    1058|083.83412|-05.34016
    1059|083.83412|-05.47827
    1060|083.83430|-05.34912
    1061|083.83439|-05.23324
    1062|083.83448|-05.41776
    1063|083.83452|-05.45194
    1064|083.83458|-05.53805
    1065|083.83463|-05.51098
    1066|083.83466|-05.33273
    1067|083.83483|-05.43818
    1068|083.83502|-05.37045
    1069|083.83513|-05.28734
    1070|083.83529|-05.39162
    1071|083.83530|-05.33883
    1072|083.83533|-05.48634
    1073|083.83536|-05.32581
    1074|083.83556|-05.34779
    1075|083.83560|-05.36136
    1076|083.83561|-05.40580
    1077|083.83575|-05.34532
    1078|083.83580|-05.35635
    1079|083.83597|-05.41290
    1080|083.83602|-05.37931
    1081|083.83614|-05.41965
    1082|083.83636|-05.36232
    1083|083.83637|-05.22322
    1084|083.83639|-05.32404
    1085|083.83643|-05.43778
    1086|083.83651|-05.26368
    1087|083.83657|-05.36530
    1088|083.83686|-05.35836
    1089|083.83688|-05.35596
    1090|083.83691|-05.35375
    1091|083.83710|-05.42620
    1092|083.83717|-05.50144
    1093|083.83718|-05.38941
    1094|083.83723|-05.36413
    1095|083.83752|-05.27714
    1096|083.83753|-05.52270
    1097|083.83754|-05.37358
    1098|083.83755|-05.34533
    1099|083.83758|-05.37303
    1100|083.83760|-05.39880
    1101|083.83766|-05.46920
    1102|083.83773|-05.39695
    1103|083.83794|-05.34875
    1104|083.83803|-05.32116
    1105|083.83817|-05.43250
    1106|083.83819|-05.30588
    1107|083.83828|-05.39253
    1108|083.83837|-05.55481
    1109|083.83845|-05.36671
    1110|083.83852|-05.38803
    1111|083.83855|-05.38318
    1112|083.83860|-05.47338
    1114|083.83874|-05.41594
    1115|083.83881|-05.37100
    1116|083.83887|-05.31737
    1117|083.83889|-05.40319
    1118|083.83904|-05.39596
    1119|083.83912|-05.36873
    1120|083.83916|-05.44557
    1121|083.83947|-05.28637
    1122|083.83961|-05.38797
    1123|083.83983|-05.35154
    1124|083.83996|-05.33135
    1125|083.84013|-05.39049
    1126|083.84014|-05.44935
    1127|083.84022|-05.37012
    1128|083.84022|-05.45407
    1129|083.84030|-05.42404
    1130|083.84036|-05.36307
    1131|083.84040|-05.25502
    1132|083.84043|-05.28817
    1133|083.84056|-05.39676
    1134|083.84058|-05.44568
    1135|083.84061|-05.32954
    1136|083.84073|-05.39426
    1137|083.84082|-05.38631
    1138|083.84087|-05.39830
    1139|083.84096|-05.33552
    1140|083.84099|-05.37784
    1141|083.84109|-05.36898
    1142|083.84120|-05.39876
    1143|083.84122|-05.38538
    1144|083.84129|-05.30333
    1145|083.84134|-05.25039
    1146|083.84141|-05.47425
    1147|083.84147|-05.24106
    1148|083.84150|-05.28450
    1149|083.84161|-05.40726
    1150|083.84194|-05.46976
    1151|083.84196|-05.48211
    1152|083.84198|-05.47086
    1153|083.84208|-05.40912
    1154|083.84214|-05.31603
    1155|083.84219|-05.41875
    1156|083.84222|-05.37614
    1157|083.84223|-05.39210
    1158|083.84234|-05.37039
    1159|083.84248|-05.40691
    1160|083.84253|-05.44374
    1163|083.84260|-05.33080
    1164|083.84263|-05.33691
    1165|083.84269|-05.47685
    1166|083.84272|-05.37149
    1167|083.84276|-05.30238
    1168|083.84280|-05.34145
    1169|083.84287|-05.36180
    1170|083.84293|-05.52133
    1171|083.84303|-05.40396
    1172|083.84311|-05.56546
    1173|083.84328|-05.45788
    1174|083.84341|-05.41931
    1175|083.84347|-05.29248
    1176|083.84350|-05.40373
    1177|083.84358|-05.36696
    1178|083.84360|-05.43641
    1179|083.84366|-05.42917
    1180|083.84391|-05.33090
    1181|083.84397|-05.39547
    1182|083.84430|-05.23650
    1183|083.84434|-05.36037
    1184|083.84441|-05.22439
    1185|083.84455|-05.25235
    1186|083.84462|-05.36142
    1187|083.84470|-05.31061
    1188|083.84471|-05.41831
    1189|083.84473|-05.27055
    1190|083.84477|-05.32995
    1191|083.84486|-05.36601
    1192|083.84502|-05.38706
    1193|083.84511|-05.33966
    1194|083.84512|-05.52696
    1195|083.84520|-05.37416
    1196|083.84541|-05.41604
    1197|083.84550|-05.22767
    1198|083.84554|-05.54133
    1199|083.84572|-05.37821
    1200|083.84583|-05.29582
    1201|083.84609|-05.41655
    1202|083.84623|-05.47692
    1203|083.84631|-05.43752
    1204|083.84641|-05.22876
    1205|083.84660|-05.37453
    1206|083.84676|-05.35994
    1207|083.84689|-05.47603
    1208|083.84717|-05.46949
    1209|083.84725|-05.35705
    1210|083.84743|-05.33258
    1211|083.84752|-05.31406
    1212|083.84759|-05.34425
    1213|083.84762|-05.34995
    1214|083.84791|-05.25658
    1215|083.84791|-05.33381
    1216|083.84806|-05.31584
    1217|083.84808|-05.41510
    1218|083.84811|-05.39747
    1219|083.84817|-05.32000
    1220|083.84834|-05.42403
    1221|083.84858|-05.39220
    1222|083.84860|-05.39621
    1223|083.84866|-05.35453
    1224|083.84867|-05.41594
    1225|083.84869|-05.44080
    1226|083.84872|-05.37018
    1227|083.84885|-05.38887
    1228|083.84903|-05.31108
    1229|083.84911|-05.46782
    1230|083.84921|-05.39285
    1231|083.84934|-05.51318
    1232|083.84954|-05.35513
    1233|083.84960|-05.30588
    1234|083.84967|-05.35177
    1235|083.84977|-05.33624
    1236|083.84993|-05.31877
    1237|083.84994|-05.41942
    1238|083.85014|-05.38717
    1239|083.85047|-05.35908
    1240|083.85053|-05.36545
    1241|083.85059|-05.32442
    1242|083.85062|-05.31517
    1243|083.85104|-05.49924
    1244|083.85111|-05.42187
    1245|083.85133|-05.47896
    1246|083.85139|-05.44657
    1247|083.85143|-05.37566
    1248|083.85144|-05.43242
    1249|083.85146|-05.43346
    1250|083.85184|-05.41107
    1251|083.85191|-05.40031
    1252|083.85197|-05.44205
    1253|083.85209|-05.28332
    1254|083.85218|-05.41719
    1255|083.85254|-05.32590
    1256|083.85258|-05.33196
    1257|083.85261|-05.35118
    1258|083.85270|-05.31925
    1259|083.85278|-05.37851
    1260|083.85292|-05.40991
    1261|083.85295|-05.47380
    1262|083.85296|-05.41229
    1263|083.85300|-05.27811
    1264|083.85310|-05.35946
    1265|083.85372|-05.41950
    1266|083.85403|-05.40042
    1267|083.85420|-05.34283
    1268|083.85434|-05.41065
    1269|083.85444|-05.38292
    1270|083.85452|-05.39827
    1271|083.85455|-05.39632
    1272|083.85476|-05.37367
    1273|083.85509|-05.41594
    1274|083.85509|-05.49773
    1275|083.85517|-05.55585
    1276|083.85519|-05.26000
    1277|083.85542|-05.48678
    1278|083.85561|-05.33520
    1279|083.85565|-05.42488
    1280|083.85572|-05.40320
    1281|083.85583|-05.39606
    1282|083.85597|-05.39259
    1283|083.85598|-05.36431
    1284|083.85617|-05.35956
    1285|083.85624|-05.35988
    1286|083.85651|-05.36500
    1287|083.85661|-05.55134
    1288|083.85686|-05.30126
    1289|083.85705|-05.50575
    1290|083.85706|-05.51068
    1291|083.85708|-05.49311
    1292|083.85718|-05.38593
    1293|083.85728|-05.44494
    1294|083.85778|-05.36714
    1295|083.85840|-05.42995
    1296|083.85851|-05.33810
    1297|083.85863|-05.35583
    1298|083.85899|-05.42764
    1299|083.85903|-05.38250
    1300|083.85908|-05.50504
    1301|083.85910|-05.33500
    1302|083.85916|-05.42237
    1303|083.85921|-05.46023
    1304|083.85934|-05.37205
    1305|083.85947|-05.35523
    1306|083.85963|-05.46225
    1307|083.85976|-05.29564
    1308|083.85981|-05.42784
    1309|083.85989|-05.31599
    1310|083.85992|-05.33079
    1311|083.86004|-05.41686
    1312|083.86005|-05.38399
    1313|083.86009|-05.27002
    1314|083.86024|-05.50459
    1315|083.86024|-05.37382
    1316|083.86040|-05.39583
    1317|083.86046|-05.32195
    1318|083.86055|-05.29918
    1319|083.86078|-05.29796
    1320|083.86079|-05.43599
    1321|083.86145|-05.31741
    1322|083.86147|-05.27921
    1323|083.86159|-05.34810
    1324|083.86172|-05.24560
    1325|083.86217|-05.30178
    1326|083.86240|-05.40016
    1327|083.86281|-05.26243
    1328|083.86359|-05.50687
    1329|083.86378|-05.39349
    1330|083.86391|-05.35991
    1331|083.86438|-05.44116
    1332|083.86449|-05.28611
    1333|083.86462|-05.30528
    1334|083.86463|-05.45717
    1335|083.86473|-05.28215
    1336|083.86481|-05.34456
    1337|083.86482|-05.47529
    1338|083.86513|-05.34364
    1339|083.86546|-05.48095
    1340|083.86555|-05.35587
    1341|083.86561|-05.30129
    1342|083.86572|-05.35524
    1343|083.86578|-05.39240
    1344|083.86614|-05.38991
    1345|083.86625|-05.46727
    1346|083.86642|-05.28262
    1347|083.86649|-05.31665
    1348|083.86652|-05.37971
    1349|083.86656|-05.49184
    1350|083.86694|-05.28896
    1351|083.86724|-05.31588
    1352|083.86725|-05.38510
    1353|083.86734|-05.35961
    1354|083.86755|-05.41615
    1355|083.86763|-05.26411
    1356|083.86816|-05.29853
    1357|083.86821|-05.30640
    1358|083.86827|-05.41761
    1359|083.86836|-05.41072
    1360|083.86849|-05.43902
    1361|083.86855|-05.31733
    1362|083.86899|-05.41795
    1363|083.86935|-05.36501
    1364|083.86945|-05.37371
    1365|083.87060|-05.27180
    1366|083.87125|-05.48625
    1367|083.87160|-05.30511
    1368|083.87229|-05.42954
    1369|083.87258|-05.29869
    1370|083.87274|-05.27602
    1371|083.87278|-05.31273
    1372|083.87288|-05.42700
    1373|083.87312|-05.31110
    1374|083.87328|-05.41580
    1375|083.87357|-05.33392
    1376|083.87364|-05.52002
    1377|083.87369|-05.50685
    1378|083.87427|-05.26850
    1379|083.87441|-05.39873
    1380|083.87447|-05.39676
    1381|083.87460|-05.31481
    1382|083.87619|-05.43100
    1383|083.87641|-05.46028
    1384|083.87656|-05.37722
    1385|083.87678|-05.42739
    1386|083.87679|-05.46978
    1387|083.87698|-05.32615
    1388|083.87698|-05.47531
    1389|083.87705|-05.31695
    1390|083.87705|-05.40641
    1391|083.87756|-05.36091
    1392|083.87782|-05.45465
    1393|083.87790|-05.41974
    1394|083.87796|-05.30198
    1395|083.87801|-05.40866
    1396|083.87814|-05.36296
    1397|083.87840|-05.51005
    1398|083.87884|-05.30498
    1399|083.87888|-05.42325
    1400|083.87908|-05.42888
    1401|083.87917|-05.36702
    1402|083.87936|-05.31245
    1403|083.88009|-05.32555
    1404|083.88021|-05.39444
    1405|083.88032|-05.31553
    1406|083.88036|-05.37107
    1407|083.88039|-05.25927
    1408|083.88048|-05.33149
    1409|083.88049|-05.46197
    1410|083.88073|-05.26748
    1411|083.88079|-05.33808
    1412|083.88090|-05.47112
    1413|083.88100|-05.42117
    1414|083.88112|-05.38460
    1415|083.88151|-05.27701
    1416|083.88154|-05.32428
    1417|083.88164|-05.45072
    1418|083.88182|-05.28290
    1419|083.88202|-05.50109
    1420|083.88232|-05.35574
    1421|083.88233|-05.27769
    1422|083.88248|-05.49282
    1423|083.88262|-05.45289
    1424|083.88282|-05.53017
    1425|083.88328|-05.26666
    1426|083.88338|-05.27232
    1427|083.88454|-05.49450
    1428|083.88482|-05.30217
    1429|083.88482|-05.35488
    1430|083.88494|-05.51977
    1431|083.88525|-05.26441
    1432|083.88554|-05.43625
    1433|083.88627|-05.35504
    1434|083.88662|-05.29401
    1435|083.88692|-05.30536
    1436|083.88703|-05.50593
    1437|083.88714|-05.26820
    1438|083.88725|-05.27772
    1439|083.88798|-05.29288
    1440|083.88825|-05.26808
    1441|083.88853|-05.33275
    1442|083.89009|-05.48071
    1443|083.89093|-05.28625
    1444|083.89262|-05.45511
    1445|083.89327|-05.44989
    1446|083.89384|-05.31101
    1447|083.89453|-05.45424
    1448|083.89549|-05.48724
    1449|083.89589|-05.43944
    1450|083.89632|-05.46519
    1451|083.89637|-05.35669
    1452|083.89651|-05.32959
    1453|083.89676|-05.44859
    1454|083.89703|-05.35759
    1455|083.89845|-05.49334
    1456|083.89871|-05.34239
    1457|083.89954|-05.34267
    1458|083.89983|-05.33401
    1459|083.90091|-05.33900
    1460|083.90210|-05.33600
    1461|083.90269|-05.31416
    1462|083.90279|-05.39119
    1463|083.90320|-05.32986
    1464|083.90371|-05.30616
    1465|083.90659|-05.45458
    1466|083.90689|-05.32903
    1467|083.90852|-05.47263
    1468|083.90857|-05.34094
    1469|083.90879|-05.30323
    1470|083.90879|-05.47592
    1471|083.90986|-05.47626
    1472|083.91083|-05.46028
    1473|083.91253|-05.35053
    1474|083.91277|-05.34057
    1475|083.91522|-05.46398
    1476|083.91579|-05.41408
    1477|083.91654|-05.37414
    1478|083.91907|-05.37546
    1479|083.91993|-05.45193
    1480|083.92006|-05.36158
    1481|083.92045|-05.36732
    1482|083.92069|-05.32895
    1483|083.92219|-05.46395
    1484|083.92233|-05.33231
    1485|083.92375|-05.43451
    1486|083.92381|-05.33752
    1487|083.92409|-05.39316
    1488|083.92492|-05.47020
    1489|083.92697|-05.45917
    1490|083.92760|-05.43562
    1491|083.92766|-05.44274
    1492|083.92786|-05.42914
    1493|083.92818|-05.32936
    1494|083.92879|-05.38353
    1495|083.93014|-05.42118
    1496|083.93117|-05.41194
    1497|083.93124|-05.34664
    1498|083.93167|-05.34767
    1499|083.93614|-05.39039
    1500|083.93683|-05.40954
    1501|083.93782|-05.41757
    1502|083.93790|-05.44857
    1503|083.93907|-05.46951
    1504|083.93923|-05.34357
    1505|083.93984|-05.47300
    1506|083.94075|-05.37144
    1507|083.94414|-05.37334
    1508|083.94529|-05.44089
    1509|083.94776|-05.38041
    1510|083.94850|-05.43852
    1511|083.95898|-05.35464
    1512|083.95924|-05.43456
    1513|083.96083|-05.46311
    1514|083.96112|-05.46506
    1515|083.97006|-05.37542
    1516|083.97032|-05.42856
    1517|083.97638|-05.44572
    1518|083.97738|-05.45173
    1519|083.97893|-05.37647
    1520|083.98093|-05.39527
    1521|083.98379|-05.42589
    1522|083.98902|-05.41907
    1523|083.99034|-05.38626
    1524|083.99775|-05.41481
    1525|085.30401|-01.91661
    1526|085.30521|-01.89185
    1527|085.31041|-01.85567
    1528|085.31218|-01.90392
    1529|085.31884|-01.88847
    1530|085.32499|-01.82479
    1531|085.32662|-01.83144
    1532|085.32873|-01.80834
    1533|085.32994|-01.87413
    1534|085.33618|-01.98284
    1535|085.34346|-01.89596
    1536|085.35104|-01.82635
    1537|085.35127|-01.90917
    1538|085.35313|-01.86780
    1539|085.35424|-01.87409
    1540|085.35543|-01.84797
    1541|085.35638|-01.80256
    1542|085.35675|-02.01990
    1543|085.35713|-01.92942
    1544|085.35785|-01.95796
    1545|085.35880|-02.00450
    1546|085.36186|-01.97214
    1547|085.36226|-01.91438
    1548|085.36236|-01.90258
    1549|085.36298|-01.86940
