|        id_x|         ra|        dec| pos_err|
|        char|     double|     double|  double|
|            |           |           |  arcsec|
|        null|       null|       null|    null|
     cid_1513  150.132680    2.167570    0.619 
     cid_1514  150.086170    2.138865    0.410 
     cid_1516  150.044810    2.144893    0.207 
     cid_1517  150.049580    2.240336    0.348 
     cid_1518  150.150790    2.191634    0.609 
     lid_2296  149.483100    2.864737    1.937 
     lid_2297  149.490097    2.783594    0.571 
     lid_2298  149.498896    2.769842    0.378 
     lid_2301  149.507296    2.792667    0.517 
     lid_2302  149.510324    2.895292    1.672 
     lid_2304  149.581085    2.813338    1.379 
     lid_2305  149.600681    2.821603    1.448 
     lid_2306  149.613618    2.834351    1.765 
     lid_2307  149.631303    2.804257    2.608 
      lid_231  150.104419    2.691340    0.208 
     lid_2310  149.356244    2.515162    1.461 
     lid_2312  149.364212    2.577785    0.607 
     lid_2313  149.396606    2.500353    1.226 
     lid_2314  149.398488    2.582418    0.525 
     lid_2316  149.415981    2.565264    0.809 
     lid_2318  149.447491    2.664352    0.485 
      lid_233  149.931009    2.724265    0.265 
      lid_234  149.931752    2.698443    0.262 
     lid_2344  149.731011    2.359134    0.913 
     lid_2346  149.732857    2.334661    0.668 
     lid_2350  149.790651    2.412411    0.485 
     lid_2387  149.653964    2.107319    0.372 
      lid_239  149.957535    2.687519    0.317 
      lid_240  149.965412    2.774985    0.749 
     lid_2405  149.658617    2.072340    0.426 
     lid_2409  149.506960    1.885860    1.025 
      lid_241  149.974445    2.746008    0.407 
     lid_2411  149.405397    1.944067    1.375 
     lid_2413  149.413683    1.925502    1.543 
     lid_2414  149.430786    1.939128    1.677 
     lid_2415  149.442253    1.936550    1.279 
     lid_2416  149.444004    1.908353    1.897 
      lid_242  149.976811    2.734981    0.419 
     lid_2420  149.536693    1.947350    0.712 
     lid_2423  149.499166    1.936074    1.675 
     lid_2424  149.527821    1.817078    1.135 
     lid_2425  149.531850    1.870546    0.884 
     lid_2426  149.540788    1.877257    0.772 
     lid_2427  149.554803    1.818885    0.570 
     lid_2428  149.558310    1.841178    0.403 
      lid_243  150.629535    2.476358    0.428 
     lid_2431  149.424579    1.730504    1.518 
     lid_2432  149.506837    1.811929    0.797 
     lid_2433  149.517088    1.697511    0.263 
     lid_2434  149.582704    1.768480    0.445 
     lid_2437  149.574538    1.824604    0.248 
     lid_2438  149.581477    1.814009    0.358 
     lid_2439  149.600328    1.834991    0.243 
      lid_244  150.631627    2.499140    1.159 
     lid_2440  149.615274    1.789549    0.447 
     lid_2442  149.647655    1.843357    0.519 
     lid_2444  149.722052    1.753357    0.419 
     lid_2448  149.769440    1.849526    0.311 
      lid_245  150.633921    2.490528    0.696 
     lid_2451  149.779568    1.736515    0.837 
     lid_2452  149.785164    1.815557    0.544 
     lid_2453  149.787387    1.818670    0.610 
     lid_2454  149.795906    1.747023    0.709 
     lid_2456  149.849985    1.897328    0.745 
     lid_2458  149.843539    1.788989    0.285 
     lid_2459  149.848597    1.732785    0.268 
      lid_246  150.635568    2.488138    0.755 
     lid_2464  149.926352    1.724879    0.648 
     lid_2466  149.851302    1.654777    0.551 
     lid_2467  149.951801    1.744005    0.426 
     lid_2468  149.963683    1.761612    0.649 
     lid_2469  150.033303    1.703474    0.305 
     lid_2470  150.048269    1.752944    0.622 
     lid_2472  150.100571    1.668224    0.144 
     lid_2473  150.073642    1.755492    1.244 
     lid_2474  150.074183    1.665555    0.223 
     lid_2477  150.173782    1.659946    1.195 
      lid_248  150.710258    2.477465    0.506 
    cid_12635  150.259995    2.374536    0.798 
     cid_1265  150.464300    2.328006    0.803 
    cid_12650  150.212997    2.188250    0.986 
     cid_1266  150.430840    2.391712    0.208 
     cid_1267  150.449860    2.319228    0.704 
     cid_1268  150.443120    2.292936    0.347 
     cid_1269  150.546680    2.224207    0.139 
      cid_127  150.227000    2.537518    0.502 
     cid_1270  150.450190    2.388241    0.649 
     cid_1271  149.899670    2.598257    0.246 
     cid_1272  149.938281    2.577450    0.460 
     cid_1273  149.980720    2.521471    0.233 
     cid_1275  150.309976    2.504528    0.430 
     cid_1276  150.333246    2.441628    0.360 
     cid_1278  150.407118    2.478878    0.141 
     cid_1279  150.405770    2.517758    0.319 
      cid_128  150.230672    2.578195    0.198 
     cid_1280  150.412266    2.473724    0.292 
     cid_1281  150.415965    2.525921    0.209 
     cid_1282  150.453617    2.528023    0.629 
     cid_1283  150.464513    2.396480    0.421 
     cid_1284  150.473360    2.392428    0.289 
     cid_1285  150.356330    2.223985    0.983 
     cid_1286  150.142000    2.265187    0.423 
     cid_1287  150.254580    2.379610    0.494 
     cid_1288  150.177820    1.889985    0.155 
     cid_1289  150.090730    2.000083    0.234 
      cid_129  150.231947    2.519462    0.240 
     cid_1290  150.077900    1.930335    0.429 
     cid_1291  150.250570    2.015116    0.428 
     cid_1292  150.207020    1.823398    0.928 
     cid_1293  150.287630    1.940997    0.925 
     cid_1294  149.831380    2.302273    0.639 
     cid_1295  149.921070    2.250433    0.445 
     cid_1297  150.057180    2.206066    0.328 
     cid_1299  150.025200    2.087650    1.059 
       cid_13  149.716623    2.303445    0.879 
      cid_130  150.232595    2.544528    0.733 
     cid_1300  150.101950    2.163916    0.911 
     cid_1301  149.793680    2.263729    1.192 
     cid_1303  149.990440    2.297347    0.469 
     cid_1304  149.860560    2.387850    1.531 
     cid_1305  150.044990    2.217838    0.416 
     cid_1306  150.523851    2.094290    0.209 
     cid_1307  149.925500    2.570360    0.450 
     cid_1308  149.838410    2.451896    0.349 
     cid_1309  150.055640    2.449316    0.420 
      cid_131  150.233770    2.586090    0.454 
     cid_1310  149.915880    2.521390    0.830 
     cid_1311  150.259770    2.376108    1.129 
     cid_1313  149.930149    2.590059    0.768 
     cid_1314  149.947877    2.593872    0.543 
     cid_1315  150.279760    2.422221    0.473 
      cid_132  150.234752    2.565362    0.360 
      cid_133  150.240139    2.563100    0.841 
     cid_1330  150.076960    2.510780    0.754 
     cid_1332  149.680530    2.022587    0.452 
     cid_1335  149.960010    1.975049    0.349 
      cid_134  150.240666    2.537815    0.543 
     cid_1344  149.706520    2.185363    0.668 
      cid_135  150.252145    2.526081    0.213 
     cid_1354  149.926370    2.106497    1.261 
      cid_136  150.252608    2.486506    0.158 
     cid_1364  150.312540    2.009159    0.909 
     cid_1366  150.269320    1.864885    0.562 
     cid_1368  150.331560    1.921263    0.505 
      cid_138  150.274176    2.511536    0.134 
     cid_1388  150.285240    2.018347    0.632 
      cid_139  150.276207    2.526442    0.220 
     cid_1392  150.454827    1.967481    0.328 
       cid_14  149.748829    2.274269    0.668 
      cid_140  150.292490    2.545125    0.242 
     cid_1401  150.042970    2.314971    0.527 
     cid_1408  150.357340    2.264174    0.429 
     cid_1633  149.925715    2.701338    0.255 
     cid_1634  150.576370    2.181401    0.105 
     cid_2611  150.479117    2.071612    0.702 
      cid_262  150.040897    1.763394    0.655 
      cid_263  150.043096    1.779210    0.343 
     cid_2633  150.197210    1.985513    0.694 
      cid_264  150.044123    1.756643    0.433 
     cid_2646  150.255450    2.039934    0.270 
      cid_265  150.046003    1.794739    0.288 
     cid_2655  150.272440    2.084383    0.372 
      cid_266  150.050507    1.744315    0.313 
      cid_267  150.078278    1.708910    0.172 
      cid_268  150.087441    1.741934    0.536 
     cid_2682  150.036610    2.110565    0.987 
      cid_269  150.106108    1.749601    0.335 
     cid_2692  150.077920    2.043189    1.056 
     cid_2698  150.088370    2.051930    0.419 
       cid_27  150.244070    2.252890    1.152 
      cid_270  150.107483    1.759197    0.432 
     cid_2704  150.111650    2.125069    0.348 
     cid_2706  150.119830    2.117380    0.428 
      cid_271  150.109677    1.724615    0.290 
      cid_272  150.192450    1.815479    0.334 
     cid_2728  150.238500    2.056213    2.049 
      cid_273  150.194940    1.793752    0.161 
     cid_2738  149.950540    2.091693    0.567 
      cid_274  150.199710    1.826634    0.100 
     cid_2748  149.974900    2.139944    0.674 
      cid_275  150.208200    1.875397    0.142 
     cid_2756  150.002810    2.157699    0.301 
     cid_2757  150.002830    2.133621    0.301 
      cid_276  150.222650    1.807277    0.294 
     cid_2761  150.015810    2.035451    1.264 
     cid_2762  150.018670    2.165581    0.429 
     cid_2763  150.020670    2.060188    0.773 
      cid_277  150.227680    1.786893    0.354 
     cid_2773  150.068610    2.153534    0.727 
      cid_278  150.229680    1.799270    0.374 
      cid_279  150.231590    1.875046    0.367 
     cid_2797  149.799230    2.169542    0.704 
       cid_28  150.250170    2.214593    0.209 
      cid_280  150.242250    1.859543    0.304 
     cid_2800  149.815160    2.149248    0.530 
      cid_281  150.242470    1.766429    0.100 
     cid_2819  149.878960    2.114521    0.757 
      cid_282  150.243050    1.869169    0.207 
     cid_2822  149.883090    2.171685    0.301 
     cid_2828  149.893450    2.088204    1.171 
      cid_283  150.244160    1.782206    0.303 
     cid_2835  149.921870    2.192305    0.415 
      cid_284  150.258020    1.800140    0.353 
     cid_2844  149.620973    2.198673    0.642 
     cid_2847  149.645478    2.170307    1.492 
     cid_2848  149.648856    2.232829    0.183 
      cid_285  150.268420    1.789096    0.215 
     cid_2852  149.654631    2.220068    0.785 
     cid_2856  149.670202    2.227248    0.699 
      cid_286  150.269860    1.816399    0.542 
     cid_2862  149.703731    2.234904    0.535 
     cid_2865  149.715340    2.212145    0.429 
     cid_2866  149.716268    2.260820    0.354 
      cid_287  150.284780    1.818270    0.544 
     cid_2876  149.748042    2.253103    0.269 
      cid_288  150.180018    1.768734    0.277 
     cid_2881  149.759600    2.255532    0.428 
      cid_289  150.158374    1.713414    0.194 
     cid_2891  149.793450    2.232175    0.317 
       cid_29  150.252280    2.261923    0.470 
      cid_290  150.176606    1.759460    0.111 
     cid_2900  149.838490    2.300599    1.484 
     cid_2902  149.846730    2.148003    2.089 
      cid_291  150.181838    1.669165    0.136 
     cid_2919  150.258730    1.763771    1.538 
      cid_292  150.186621    1.697166    0.493 
     lid_3245  150.600890    2.633316    0.219 
     lid_3246  150.602470    2.712000    0.637 
     lid_3247  150.656937    2.610822    0.389 
     lid_3248  149.951376    2.823183    0.507 
      lid_325  150.196073    2.821245    0.709 
     lid_2809  150.600711    2.272700    0.675 
      lid_281  150.419475    2.628704    0.778 
     lid_2810  150.674063    2.271171    0.495 
     lid_2812  150.447764    1.695643    0.371 
     lid_2813  150.451393    1.560970    1.211 
     lid_2814  150.453967    1.672399    0.842 
     lid_2815  150.468411    1.742474    0.898 
     lid_2816  150.503462    1.618699    0.250 
     lid_2817  150.505394    1.542530    1.043 
     lid_2818  150.517105    1.728045    0.675 
     lid_2819  150.519963    1.565541    0.711 
      lid_282  150.437538    2.720698    0.259 
     lid_2821  150.566639    1.569356    0.663 
     lid_2823  150.582366    1.563653    0.805 
     lid_2825  150.627810    1.622241    1.206 
     lid_2826  150.473457    1.890320    1.220 
     lid_2827  150.509173    1.836390    0.544 
     lid_2828  150.536633    1.849687    0.762 
     lid_2829  150.574780    1.799947    0.346 
      lid_283  150.440053    2.703399    0.235 
     lid_2831  150.640399    1.774935    1.188 
     lid_2832  150.672034    1.685450    1.080 
     lid_2833  150.554831    1.904622    0.630 
     lid_2834  150.575089    1.853931    0.874 
     lid_2836  150.587895    1.948354    0.590 
     lid_2837  150.593248    1.879789    0.501 
     lid_2838  150.604311    1.901729    0.230 
     lid_2839  150.614511    1.839396    0.736 
      lid_284  150.456831    2.648055    0.273 
     lid_2840  150.639407    1.884090    0.177 
     lid_2841  150.659256    1.869009    1.049 
     lid_2842  150.571405    2.021587    0.828 
     lid_2843  150.581065    2.022673    0.642 
     lid_2844  150.616266    2.078784    0.607 
     lid_2845  150.625378    2.035880    0.316 
     lid_2847  150.629242    2.033637    0.348 
     lid_2848  150.651385    2.070772    0.402 
     lid_2849  150.657473    2.082372    0.440 
      lid_285  150.458387    2.718320    0.352 
     lid_2850  150.677170    1.993834    0.698 
     lid_2851  150.689842    1.993048    0.408 
     lid_2852  150.701242    2.058318    0.262 
     lid_2853  150.702852    2.069669    0.301 
     lid_2854  150.799266    2.074582    0.708 
     lid_2856  150.647942    2.134880    0.601 
     lid_2857  150.654409    2.187707    0.498 
     lid_2858  150.686645    2.128994    0.644 
     lid_2859  150.728066    2.216254    1.033 
      lid_286  150.476760    2.709916    0.229 
     lid_2860  150.751047    2.200105    0.496 
     lid_2861  150.802921    2.147362    0.644 
     lid_2862  150.820508    2.142541    1.397 
     lid_2866  150.704154    2.297441    0.608 
     lid_2867  150.730957    2.199920    0.673 
     lid_2868  150.847571    2.306494    1.229 
     lid_2869  150.855410    2.223646    0.847 
      lid_287  150.479711    2.676338    0.198 
     lid_2870  150.859820    2.362162    1.958 
     lid_2871  150.866903    2.355827    1.090 
     lid_2873  150.651420    1.726008    0.488 
     lid_2875  150.666949    1.689251    0.415 
     lid_2876  150.681504    1.716178    0.443 
     lid_2877  150.698729    1.680717    0.643 
     lid_2878  150.702146    1.704781    0.406 
     lid_2879  150.702831    1.684007    1.046 
      lid_288  150.483031    2.715131    0.202 
     lid_2880  150.703919    1.665788    0.923 
     lid_2881  150.715914    1.769152    0.281 
      cid_549  150.488396    2.150451    1.215 
       cid_55  150.318030    2.055207    0.218 
      cid_844  150.053880    2.057829    0.773 
      cid_845  150.024020    2.070590    1.277 
      cid_846  150.122210    2.000325    0.666 
      cid_847  150.220390    1.954020    0.194 
      cid_848  150.180000    1.962184    0.426 
      cid_849  150.186720    1.992190    0.778 
       cid_85  150.096400    2.293039    0.247 
      cid_850  150.244330    2.019273    0.269 
      cid_852  150.184120    2.035363    1.067 
      cid_853  150.350911    1.929495    0.916 
      cid_855  149.824970    2.342598    1.432 
      cid_856  149.841190    2.255068    1.450 
      cid_857  149.813790    2.310076    0.390 
       cid_86  150.119450    2.295858    0.255 
      cid_861  149.913690    2.246504    0.390 
      cid_862  149.940300    2.269440    0.215 
      cid_864  149.881510    2.318266    0.246 
      cid_865  149.884180    2.212018    0.269 
       cid_87  150.133030    2.303275    0.150 
      cid_870  149.980250    2.145743    0.302 
      cid_871  150.099900    2.152473    0.515 
      cid_872  150.112780    2.174509    0.596 
      cid_875  150.085090    2.070597    0.391 
      cid_876  150.157000    2.089474    0.227 
      cid_877  150.175920    2.215654    0.302 
      cid_879  150.383470    2.074682    0.455 
       cid_88  150.137960    2.291700    0.136 
      cid_880  149.932240    2.356809    0.347 
      cid_881  149.849610    2.383910    0.415 
      cid_884  149.845240    2.279156    0.611 
      cid_885  149.896930    2.258971    0.432 
      cid_886  150.065950    2.295544    0.246 
      cid_887  150.070390    2.286302    0.269 
      cid_888  150.051470    2.305877    0.269 
      cid_889  150.017000    2.299492    0.356 
       cid_89  150.281260    2.415948    0.195 
      cid_158  149.678850    2.023838    0.246 
     cid_1581  150.628380    2.414759    0.720 
     cid_1582  150.630120    2.454699    0.240 
     cid_1583  150.634255    2.383204    0.371 
     cid_1584  150.635656    2.376909    0.301 
     cid_1586  150.638928    2.464424    0.124 
     cid_1588  150.647468    2.418359    0.355 
     cid_1589  150.647667    2.397669    0.305 
      cid_159  149.710470    1.976449    0.242 
     cid_1591  150.427985    2.558715    0.352 
     cid_1592  150.430016    2.547903    0.147 
     cid_1593  150.305546    2.602258    0.100 
     cid_1594  150.317855    2.602086    0.100 
     cid_1596  149.774059    2.674090    0.163 
     cid_1598  149.787093    2.702230    1.094 
      cid_160  149.715610    2.016628    0.322 
     cid_1602  149.814342    2.734800    0.380 
     cid_1603  149.816254    2.742873    0.103 
     cid_1604  149.826415    2.718125    0.256 
     cid_1605  149.832592    2.710859    0.168 
     cid_1606  149.837090    2.650869    0.519 
     cid_1608  149.838685    2.675126    0.193 
     cid_1609  149.838814    2.736884    0.197 
      cid_161  149.733790    2.076466    0.201 
     cid_1611  149.848556    2.719468    0.314 
     cid_1612  149.852431    2.719492    0.385 
     cid_1615  149.855630    2.767544    0.235 
     cid_1616  149.856917    2.638016    0.246 
     cid_1618  149.864050    2.640107    0.178 
      cid_162  149.735920    2.027631    0.233 
     cid_1620  149.875991    2.690242    0.225 
     cid_1624  149.883794    2.666382    0.191 
     cid_1625  149.890643    2.682318    0.232 
     cid_1627  149.899642    2.693697    0.271 
     cid_1629  149.908286    2.663805    0.448 
      cid_163  149.737620    2.065303    0.164 
     cid_1630  149.908524    2.706337    0.224 
     lid_1261  150.147451    1.477766    0.854 
     lid_1262  149.938930    1.679264    0.319 
     lid_1639  150.743510    2.170620    0.177 
     lid_1640  150.743497    2.200778    0.123 
     lid_1641  150.743899    2.202416    0.202 
     lid_1642  150.765455    2.181071    0.166 
     lid_1643  150.769507    2.203887    0.301 
     lid_1644  150.774202    2.196001    0.251 
     lid_1645  150.782651    2.193184    0.103 
     lid_1646  150.786938    2.151075    0.100 
     lid_1647  150.820879    2.127610    0.930 
     lid_1648  150.833043    2.164459    0.540 
     lid_1650  150.705870    2.236713    0.749 
     lid_1651  150.706422    2.287432    0.281 
     lid_1652  150.708055    2.292417    0.109 
     lid_1653  150.712695    2.258361    0.254 
     lid_1654  150.714359    2.313969    0.180 
     lid_1655  150.720249    2.248199    0.160 
     lid_1656  150.742519    2.262017    0.274 
     lid_1657  150.770967    2.257886    0.206 
     lid_1658  150.777996    2.229393    0.149 
     lid_1659  150.782358    2.285228    0.734 
     lid_1660  150.782789    2.255487    0.284 
     lid_1661  150.795916    2.306679    0.310 
     lid_1662  150.797152    2.139083    0.674 
     lid_1663  150.800403    2.206117    0.670 
     lid_1664  150.810274    2.324597    0.522 
     lid_1665  150.814824    2.365268    0.781 
     lid_1666  150.824570    2.398690    0.452 
     lid_1667  150.828112    2.303206    0.518 
     lid_1668  150.833377    2.345310    0.740 
     lid_1669  150.849716    2.205907    0.917 
     lid_1670  150.852419    2.308846    0.146 
     lid_1671  150.853489    2.339588    0.550 
     lid_1672  150.855763    2.359622    0.613 
     lid_1673  150.884380    2.338482    0.862 
     lid_1674  150.612215    1.731750    0.880 
     lid_1675  150.631206    1.715774    0.428 
     lid_1676  150.635510    1.668992    0.605 
     lid_1677  150.637619    1.796583    0.408 
     lid_1678  150.641487    1.728346    0.616 
     lid_1679  150.654382    1.780009    0.233 
      lid_168  150.262631    2.670757    0.248 
     lid_1680  150.657610    1.801803    0.714 
     lid_1681  150.659415    1.629542    0.455 
     lid_1682  150.661170    1.660149    0.422 
     lid_1683  150.667875    1.616362    0.601 
     lid_1684  150.671668    1.760104    0.166 
     lid_1685  150.674106    1.597160    1.033 
     lid_1686  150.684443    1.746459    0.225 
     lid_1687  150.691876    1.753245    0.256 
     lid_1688  150.703577    1.648670    0.649 
     lid_1689  150.706868    1.648189    1.168 
     lid_1690  150.711730    1.657259    0.683 
     lid_1691  150.712054    1.587926    1.182 
     lid_1692  150.721345    1.582211    0.776 
     lid_1693  150.731951    1.679423    0.434 
     lid_1694  150.732710    1.624964    0.802 
     lid_1695  150.742207    1.766204    1.017 
     lid_1696  150.758743    1.634795    1.618 
     lid_1697  150.762950    1.711704    0.727 
     lid_1698  150.769235    1.709876    0.918 
     lid_1699  150.771739    1.706881    0.705 
      lid_170  150.299192    2.633433    0.496 
     lid_1700  150.772001    1.725536    1.285 
     lid_1701  150.772527    1.584499    1.790 
     lid_1702  150.790909    1.760386    0.740 
     lid_1703  150.856110    1.725076    1.790 
     lid_1704  150.661725    1.833827    0.681 
     lid_1705  150.667931    1.878422    0.394 
      lid_425  150.378926    2.860019    0.265 
      lid_426  150.397742    2.901743    0.249 
     lid_4264  149.877900    2.846556    1.781 
      lid_427  150.397782    2.796479    0.232 
     lid_4272  149.926570    2.699257    0.389 
      lid_428  150.399180    2.886538    0.319 
     lid_4280  149.748936    2.908729    1.544 
      lid_429  150.401617    2.790874    0.162 
     lid_4294  149.874965    2.985396    1.756 
      lid_430  150.402179    2.884383    0.100 
     lid_4306  149.777027    2.756844    0.302 
      lid_431  150.405503    2.929810    0.486 
      lid_432  150.409363    2.894500    0.456 
     lid_4320  149.631087    2.406599    0.417 
     lid_4325  149.792764    2.423027    0.761 
     lid_4329  149.574841    2.195258    0.836 
      lid_433  150.409910    2.791647    0.287 
     lid_4339  149.513229    2.232822    1.294 
      lid_434  150.420840    2.798395    0.543 
     lid_4343  149.550041    2.213140    0.934 
     lid_4344  149.564447    2.193060    0.602 
     lid_4345  149.565281    2.158488    0.396 
      lid_435  150.424534    2.824404    0.100 
     lid_4351  149.703275    2.130153    0.551 
     lid_4354  149.477950    2.132651    1.373 
     lid_4356  149.496472    2.065501    0.612 
      lid_436  150.436626    2.945400    0.941 
     lid_4363  149.586384    1.990123    0.722 
     lid_4369  149.554052    2.705840    0.639 
      lid_437  150.447385    2.899193    0.319 
     lid_4377  149.441203    2.485232    1.548 
      lid_438  150.449454    2.947611    0.852 
     lid_4380  149.566250    2.408907    0.351 
      lid_439  150.495750    2.800727    0.231 
     lid_4390  149.434922    2.898623    1.772 
     lid_4393  149.469047    2.756363    0.277 
     lid_4395  149.473231    2.918012    1.782 
     lid_4398  149.526494    2.779768    0.472 
      lid_440  150.542756    2.605881    0.145 
     lid_4405  149.299857    2.579447    1.791 
      lid_441  150.554920    2.640979    0.100 
      lid_442  150.588872    2.610386    0.220 
     lid_4431  149.863224    2.550944    0.611 
      lid_444  150.597323    2.617887    0.105 
      lid_445  150.625195    2.577096    0.501 
     lid_4456  149.666295    2.222194    0.787 
      lid_446  150.625731    2.561910    1.169 
      lid_447  150.641639    2.563691    1.258 
      lid_448  150.648582    2.570002    0.474 
      lid_449  150.668882    2.516776    0.430 
      lid_450  150.598278    2.639193    0.142 
     lid_4501  149.569080    1.973795    1.029 
     lid_4505  149.387296    2.053095    1.634 
     lid_4509  149.513062    1.956927    0.635 
      lid_451  150.705559    2.629580    0.126 
     lid_4511  149.528697    1.903832    2.003 
      lid_452  150.725325    2.606408    0.219 
     lid_4521  149.431892    1.634605    1.919 
     lid_4523  149.483995    1.630829    1.255 
     lid_4527  149.524399    1.866430    1.978 
      lid_453  150.732686    2.638459    0.487 
      lid_454  150.787464    2.622019    0.313 
      lid_455  150.789199    2.643793    0.642 
     lid_4550  149.848211    1.790104    0.615 
     lid_4551  149.849693    1.748710    0.374 
      lid_456  150.790324    2.550831    0.164 
     lid_4563  150.069288    1.779987    1.453 
     lid_4567  150.158211    1.707884    0.696 
      lid_457  150.817120    2.667310    0.390 
     lid_4572  150.209857    1.686668    1.400 
     lid_4575  150.185610    1.542089    1.091 
      lid_458  150.818777    2.685090    0.911 
     lid_4582  150.366261    1.607074    0.611 
      lid_459  150.851888    2.573571    0.694 
      lid_636  149.606872    2.341735    0.393 
      lid_637  149.611566    2.353861    0.147 
      lid_638  149.612536    2.263854    0.240 
      lid_639  149.617471    2.215637    0.265 
      lid_644  149.657566    2.322643    0.485 
      lid_651  149.724557    2.267630    0.706 
      lid_652  149.449785    2.142616    1.067 
      lid_653  149.473486    2.129848    0.821 
      lid_654  149.478142    2.119915    0.741 
      lid_655  149.480467    2.128919    0.672 
      lid_656  149.483372    2.126001    0.874 
      lid_657  149.505981    2.185377    0.645 
      lid_658  149.510102    2.109409    0.814 
      lid_659  149.518377    2.100118    0.403 
      lid_660  149.529914    2.222156    0.481 
      lid_661  149.539332    2.092324    0.337 
      lid_662  149.539073    2.182657    0.229 
      lid_663  149.541314    2.182718    0.242 
      lid_665  149.559463    2.180956    0.338 
      lid_667  149.571231    2.107158    0.618 
      lid_672  149.611017    2.137613    0.443 
      lid_673  149.621016    2.079521    0.811 
      lid_675  149.627371    2.065646    1.256 
      lid_678  149.420041    2.035319    0.587 
      lid_679  149.433427    1.973649    0.448 
      lid_680  149.442600    1.953358    0.510 
      lid_681  149.444371    2.119922    0.786 
      lid_682  149.450981    2.074921    0.650 
      lid_683  149.491462    2.075004    0.199 
      lid_684  149.493988    2.039858    0.395 
      lid_685  149.497836    2.076542    0.223 
      lid_686  149.506738    2.074636    0.182 
      lid_687  149.516276    2.078942    0.223 
      lid_688  149.519643    2.079267    0.441 
      lid_689  149.521109    2.079366    0.283 
       lid_69  150.309871    2.466888    0.777 
      lid_696  149.580969    2.006635    0.394 
      lid_700  149.587998    2.018059    0.367 
      lid_703  149.575684    2.763295    0.323 
      lid_704  149.586264    2.722760    0.323 
      lid_705  149.590160    2.774488    0.106 
      lid_706  149.597677    2.803040    0.607 
      lid_707  149.609933    2.740912    0.133 
      lid_708  149.621750    2.738217    0.119 
      lid_709  149.622314    2.780125    0.538 
      lid_710  149.631620    2.817077    0.422 
      lid_711  149.641728    2.740762    0.820 
      lid_712  149.642500    2.725605    0.100 
      lid_713  149.644335    2.560451    0.609 
      lid_714  149.677282    2.733618    0.406 
      lid_715  149.702413    2.729780    1.281 
      lid_716  149.423013    2.444704    0.531 
      lid_717  149.429754    2.389432    1.194 
      lid_718  149.481047    2.400259    0.347 
      lid_719  149.482580    2.403254    0.602 
      lid_720  149.501715    2.414576    0.100 
      lid_721  149.528932    2.380185    0.384 
      lid_722  149.551741    2.384284    0.342 
      lid_723  149.553471    2.376666    0.320 
      lid_724  149.554584    2.410871    0.172 
      lid_725  149.571538    2.403426    0.434 
      lid_726  149.588525    2.343601    0.203 
      lid_727  149.612699    2.271852    0.192 
      lid_728  149.324096    2.254500    1.035 
      lid_729  149.349641    2.268721    0.933 
      lid_730  149.362915    2.332875    1.185 
      lid_731  149.380933    2.361678    0.850 
      lid_732  149.391620    2.342261    0.639 
      lid_733  149.393157    2.215983    0.934 
      lid_734  149.400238    2.276880    0.540 
     lid_1854  149.631306    2.533471    0.576 
     lid_1855  149.635061    2.598827    0.192 
     lid_1856  149.655499    2.600902    0.100 
     lid_1857  149.719344    2.627360    0.120 
     lid_1858  149.456086    2.461204    0.721 
     lid_1859  149.463212    2.485985    0.581 
     lid_1860  149.482358    2.484332    0.536 
     lid_1861  149.517176    2.487936    0.368 
     lid_1862  149.522650    2.460876    0.127 
     lid_1863  149.537534    2.460990    0.376 
     lid_1864  149.539174    2.479174    0.281 
     lid_1865  149.546234    2.436515    0.219 
     lid_1866  149.550537    2.478775    0.146 
     lid_1867  149.565888    2.472014    0.168 
     lid_1868  149.582914    2.484361    0.100 
     lid_1869  149.597257    2.441294    0.264 
     lid_1870  149.611257    2.471696    0.132 
     lid_1871  149.472799    2.687331    0.221 
     lid_1872  149.505656    2.724392    0.100 
     lid_1873  149.441192    2.576438    0.273 
     lid_1874  149.444129    2.548360    0.141 
     lid_1875  149.470736    2.450464    0.570 
     lid_1876  149.477296    2.582437    0.130 
     lid_1877  149.477663    2.560648    0.480 
     lid_1878  149.477994    2.642503    0.149 
     lid_1879  149.478845    2.521719    0.670 
      lid_188  150.141945    2.707108    0.846 
     lid_1880  149.482247    2.700567    0.699 
     lid_1881  149.489715    2.655613    0.486 
     lid_1882  149.495549    2.546995    0.586 
     lid_1883  149.506324    2.642664    0.320 
     lid_1884  149.517807    2.617145    0.332 
     lid_1885  149.519214    2.647920    0.349 
     lid_1886  149.524606    2.530996    0.546 
      lid_189  150.146333    2.713378    0.931 
     lid_1897  150.288344    2.472806    0.182 
      lid_190  150.147077    2.717587    0.458 
     lid_1908  150.418166    2.486327    0.759 
      lid_192  150.162936    2.680567    0.230 
     lid_1926  150.328320    2.494110    0.717 
     lid_1927  150.378919    2.551705    0.421 
      lid_195  150.168340    2.685074    0.405 
     lid_1952  150.180235    2.563654    0.769 
     lid_1961  150.457777    2.410644    0.649 
     lid_1963  150.588295    2.552481    0.789 
     lid_1964  150.592866    2.538900    0.520 
     lid_1965  150.595074    2.549650    0.835 
     lid_1966  150.656510    2.541569    2.187 
     lid_1968  150.357164    2.540078    0.636 
     lid_1970  150.369402    2.553246    0.554 
     lid_1971  150.370738    2.483034    0.804 
     lid_1972  150.372532    2.517893    0.594 
     lid_1976  150.423346    2.621569    1.161 
     lid_1977  150.435797    2.608966    0.679 
     lid_1978  150.459898    2.580498    0.384 
