|        id_x|         ra|        dec| pos_err|
|        char|     double|     double|  double|
|            |           |           |  arcsec|
|        null|       null|       null|    null|
     lid_1979  150.468865    2.546268    0.511 
     lid_1980  150.490464    2.555384    1.622 
     lid_1983  150.251285    2.555526    0.706 
     lid_1984  150.252166    2.625400    0.604 
     lid_1985  150.256279    2.646776    1.486 
     lid_1987  150.323323    2.511829    1.129 
     lid_1988  150.355194    2.619486    0.653 
     lid_1989  150.355877    2.529308    1.219 
     lid_1991  150.147920    2.690450    0.919 
     lid_1992  150.185716    2.556942    0.841 
     lid_1994  150.214085    2.655191    0.589 
     lid_1995  150.224395    2.651154    0.555 
     lid_1998  149.995497    2.677305    0.602 
     lid_1999  150.003534    2.745854    0.934 
      lid_200  150.208918    2.575091    0.676 
     lid_2001  150.033083    2.585450    0.253 
    lid_10006  149.926764    1.471812    2.489 
    lid_10008  150.394638    2.639119    2.019 
      cid_686  150.297000    1.982894    0.672 
      cid_687  150.332710    1.931209    0.600 
      cid_688  150.345050    1.958014    0.279 
      cid_689  150.415377    1.934336    1.551 
       cid_69  150.422190    2.175362    0.146 
      cid_690  150.447169    1.882887    0.443 
      cid_691  149.812170    2.282920    0.861 
      cid_692  149.844870    2.306560    0.879 
      cid_693  149.851480    2.276539    0.605 
      cid_694  149.767640    2.326155    0.331 
      cid_695  149.962010    2.202104    0.531 
      cid_696  149.969750    2.183390    0.258 
      cid_697  149.984490    2.235789    0.670 
      cid_698  150.006550    2.226510    0.522 
      cid_699  150.104300    2.179038    0.558 
       cid_70  150.405050    2.270085    0.277 
      cid_700  149.851510    2.426858    0.276 
      cid_701  149.905950    2.396475    0.591 
      cid_703  149.762124    2.467950    0.680 
      cid_704  149.778245    2.459103    0.481 
      cid_705  149.781968    2.471251    0.473 
      cid_706  150.011160    2.367901    0.528 
      cid_707  150.036410    2.321074    0.462 
      cid_708  150.052280    2.369345    0.197 
      cid_709  150.472860    2.194047    0.447 
       cid_71  150.123630    2.358299    0.100 
      cid_710  150.537493    2.188084    0.167 
      cid_711  149.839727    2.537491    0.382 
      cid_712  149.892832    2.601653    0.321 
      cid_713  149.769453    2.579563    0.680 
      cid_715  150.411760    2.317611    0.424 
      cid_716  150.420170    2.309219    0.745 
      cid_717  150.444520    2.369688    0.352 
      cid_718  150.458548    2.397350    0.411 
      cid_719  150.604721    2.273507    0.899 
       cid_72  150.091540    2.399072    0.101 
      cid_720  149.909360    2.619709    0.195 
      cid_721  150.482266    2.403593    0.480 
      cid_722  150.535857    2.406515    0.258 
      cid_723  150.536887    2.399691    0.309 
      cid_724  150.324210    2.176734    0.213 
      cid_725  150.270960    2.364950    0.395 
      cid_726  150.129825    2.624839    0.623 
      cid_727  150.158099    2.611182    0.333 
      cid_728  149.741080    2.034351    0.527 
      cid_729  149.555000    1.988522    0.154 
       cid_73  150.230020    2.395579    0.100 
      cid_730  149.642543    2.050487    0.882 
      cid_731  149.923040    2.026981    0.190 
      cid_732  149.979800    1.960440    0.316 
      cid_733  149.969413    1.846589    0.675 
      cid_734  149.999030    1.989874    0.294 
      cid_735  150.063659    1.777374    0.526 
      cid_736  150.165300    1.806029    0.114 
      cid_737  150.231813    1.628142    0.100 
      cid_738  150.353408    1.780287    0.924 
       cid_74  150.244560    2.432339    0.100 
      cid_740  150.396599    1.735614    0.257 
      cid_741  149.740500    2.114577    0.321 
      cid_742  150.023340    2.117051    0.213 
      cid_743  150.253850    1.929929    0.342 
      cid_744  150.407741    1.923634    1.195 
      cid_745  150.412313    1.859474    0.411 
      cid_746  149.791600    2.338274    0.134 
      cid_747  150.397182    1.997933    0.193 
      cid_749  149.832690    2.384619    0.261 
       cid_75  150.247700    2.442225    0.125 
      cid_750  149.883890    2.353857    0.409 
      cid_752  150.488387    2.195011    0.684 
      cid_753  150.541744    2.154258    0.605 
     lid_3124  150.271230    2.784496    0.550 
     lid_3128  150.052556    2.789898    0.505 
      lid_313  150.395808    2.635213    0.406 
     lid_3130  150.084660    2.773949    0.499 
     lid_3132  150.094380    2.749759    0.580 
     lid_3133  150.095285    2.889200    0.826 
     lid_3135  150.102446    2.785348    0.176 
     lid_3137  150.119820    2.709775    1.063 
      lid_314  150.399592    2.688353    0.102 
     lid_3140  150.127898    2.937787    1.531 
     lid_3141  150.129412    2.722432    0.721 
     lid_3143  150.147233    2.804298    0.793 
     lid_3144  150.150280    2.691248    0.643 
     lid_3146  150.173625    2.864026    0.908 
     lid_3148  150.214533    2.911189    2.013 
     lid_3149  149.867133    2.971325    1.747 
      lid_315  150.401274    2.728970    0.192 
     lid_3150  149.873513    2.928873    1.061 
     lid_3151  149.906777    2.986654    1.757 
     lid_3152  149.936078    2.868478    0.414 
     lid_3154  149.975608    2.849199    0.319 
     lid_3155  149.981356    2.873718    0.248 
     lid_3156  149.996857    2.896174    0.791 
     lid_3157  149.997188    2.923704    0.670 
      lid_316  150.405719    2.723197    0.161 
     lid_3160  150.029572    2.912029    0.502 
     lid_3161  150.031316    2.895758    0.546 
     lid_3163  150.039917    2.926100    0.817 
     lid_3166  150.432254    2.689298    0.603 
     lid_3167  150.463733    2.775515    0.438 
      lid_317  150.412709    2.610966    1.370 
     lid_3171  150.519940    2.759631    0.245 
     lid_3175  150.284479    2.853149    0.909 
     lid_3176  150.296783    2.811503    1.334 
     lid_3177  150.300204    2.873767    1.025 
     lid_3178  150.347633    2.788681    0.360 
     lid_3179  150.368718    2.745468    0.317 
      lid_318  150.423634    2.718436    0.499 
     lid_3180  150.373547    2.803985    0.577 
     lid_3181  150.379151    2.817332    0.238 
     lid_3189  150.550330    2.628602    0.326 
      lid_319  150.426050    2.725149    0.302 
     lid_3191  150.602334    2.584734    0.471 
     lid_3192  150.616370    2.549545    1.549 
     lid_3193  150.617090    2.556169    1.321 
     lid_3194  150.630323    2.637732    0.281 
     lid_3195  150.643572    2.529584    1.629 
     lid_3199  150.788227    2.692588    1.061 
     lid_3206  150.508937    2.672535    0.188 
     lid_3208  150.304746    2.743088    0.752 
      lid_321  150.464633    2.802692    0.234 
     lid_3215  150.611769    2.851498    6.914 
     lid_3217  150.618744    2.877094    1.964 
     lid_3218  150.619352    2.817150    0.378 
     lid_3219  150.620337    2.784763    0.546 
      lid_322  150.105140    2.795295    0.235 
     lid_3220  150.645206    2.791313    0.510 
     lid_3221  150.664093    2.767207    0.438 
     lid_3222  150.665485    2.674355    0.286 
     lid_3223  150.672135    2.828027    0.614 
     lid_3224  150.673890    2.814361    0.492 
     lid_3226  150.675579    2.682824    0.798 
     lid_3229  150.681148    2.749631    0.281 
      lid_323  150.167153    2.769020    0.565 
     lid_3230  150.687864    2.756405    0.499 
     lid_3231  150.712852    2.713049    0.611 
     lid_3232  150.717953    2.788256    0.705 
     lid_3233  150.720553    2.736338    0.502 
     lid_3238  150.523125    2.739348    0.541 
     lid_3239  150.530224    2.795007    0.395 
      lid_324  150.192054    2.829392    0.431 
     lid_3241  150.537475    2.749973    0.401 
     lid_3242  150.559909    2.809436    0.442 
     lid_3243  150.594996    2.828751    1.253 
      cid_890  149.919580    2.345473    0.269 
      cid_891  150.012550    2.357629    0.963 
      cid_892  150.046540    2.367458    0.381 
      cid_896  150.015610    2.310774    0.652 
      cid_897  150.049580    2.328274    0.570 
      cid_898  150.058100    2.380434    0.246 
      cid_899  149.993920    2.383581    0.485 
       cid_90  150.284800    2.395128    0.270 
      cid_901  150.412340    2.207233    0.461 
      cid_902  149.912560    2.527308    1.398 
      cid_904  149.878560    2.544198    0.875 
       cid_91  150.287620    2.404634    0.522 
      cid_912  150.403876    2.508950    0.402 
      cid_913  150.317940    2.234190    0.355 
      cid_914  150.180010    2.231320    0.118 
      cid_915  150.218970    2.278928    0.207 
      cid_916  150.241310    2.251746    0.815 
      cid_917  150.192560    2.219909    0.246 
      cid_918  150.224890    2.284244    0.331 
      cid_919  150.165545    2.133560    0.276 
       cid_92  150.288780    2.382038    1.101 
      cid_920  150.261630    2.116654    0.341 
      cid_921  150.243470    2.077821    0.246 
      cid_922  150.193470    2.131869    0.593 
      cid_923  150.353290    2.133183    0.281 
      cid_924  150.307870    2.165479    0.201 
      cid_925  150.302500    2.161185    0.155 
      cid_926  150.345720    2.147706    0.462 
      cid_927  150.179650    2.116201    1.248 
      cid_928  150.266380    2.049849    0.301 
      cid_929  150.300480    2.059287    0.709 
       cid_93  150.308050    2.430125    0.165 
      cid_930  150.348470    2.080641    1.294 
      cid_931  150.359640    2.073574    0.639 
      cid_932  150.369970    2.042239    0.281 
      cid_933  150.316320    2.246801    0.265 
     cid_1131  149.877370    2.316151    0.269 
     cid_1636  150.527035    2.038334    0.251 
     cid_1637  150.535811    2.057726    0.123 
     cid_1638  149.652941    2.346992    0.114 
      cid_164  149.738330    1.978874    0.199 
     cid_1643  149.621703    2.262026    0.131 
     cid_1644  149.647554    2.257520    0.181 
     cid_1646  149.662493    2.269669    0.246 
     cid_1647  149.727099    2.234539    0.200 
     cid_1649  149.590944    2.142824    0.314 
      cid_165  149.743080    1.951634    0.100 
     cid_1651  149.609905    2.138690    0.301 
     cid_1652  149.618276    2.132811    0.563 
     cid_1654  150.267436    1.700883    0.268 
     cid_1656  150.271692    1.613846    0.181 
     cid_1658  150.287973    1.650984    0.364 
      cid_166  149.744510    2.027640    0.174 
     cid_1660  150.299625    1.687710    1.073 
     cid_1661  150.307513    1.666865    0.338 
     cid_1662  150.310392    1.686447    0.872 
     cid_1664  150.316846    1.657845    0.732 
     cid_1666  150.319830    1.681500    0.269 
     cid_1667  150.320571    1.634445    0.239 
      cid_167  149.755510    2.026193    0.453 
     cid_1671  150.336252    1.601342    1.630 
     cid_1672  150.344396    1.635840    1.685 
     cid_1678  150.372550    1.609366    0.128 
      cid_168  149.669244    2.074037    0.100 
     cid_1683  149.820244    1.761630    0.142 
     cid_1684  149.687484    1.812606    0.272 
     cid_1685  149.503583    1.965986    0.519 
     cid_1687  149.517070    1.863369    0.456 
     cid_1688  149.518357    1.871207    0.438 
     cid_1689  149.518640    1.907522    0.496 
      cid_169  149.547745    2.033017    0.373 
     cid_1693  149.534243    1.906569    0.460 
     cid_1695  149.543906    1.867401    0.478 
     cid_1696  149.543856    1.953708    0.234 
     cid_1697  149.544763    1.927491    0.825 
     cid_1698  149.544331    1.944971    1.108 
      cid_170  149.554224    2.066222    0.258 
     cid_1701  149.563994    1.963001    0.648 
     cid_1702  149.564712    1.977908    0.100 
     cid_1705  149.572239    1.955080    0.550 
     cid_1706  149.580302    1.967683    0.523 
     cid_1707  149.602791    1.962249    0.283 
      cid_171  149.555471    2.093364    0.156 
     cid_1710  149.784310    1.958954    0.349 
     cid_1711  149.894410    1.947540    0.827 
      cid_172  149.564939    2.092429    0.577 
     cid_1726  150.460070    2.358553    0.328 
      cid_173  149.570380    1.990570    0.100 
     cid_1730  150.467020    2.532138    0.385 
     cid_1735  150.489642    2.421428    0.398 
     cid_1736  150.490405    2.462552    1.320 
     cid_1739  150.495617    2.379591    0.346 
      cid_174  149.573411    2.023529    0.249 
     cid_1740  150.497436    2.457204    0.869 
     cid_1745  150.517238    2.315290    0.547 
     cid_1746  150.519477    2.376923    0.239 
     cid_1747  150.521307    2.344019    0.308 
      cid_175  149.574435    2.085037    0.236 
     cid_1750  150.525388    2.422102    0.381 
     cid_1752  150.529263    2.394383    0.529 
     cid_1757  150.551050    2.437305    0.275 
     cid_1759  150.561280    2.345844    0.542 
      cid_176  149.578356    2.038005    0.428 
     cid_1765  150.580198    2.479799    0.622 
     cid_1768  150.591242    2.344585    0.455 
     cid_1769  150.596047    2.336128    0.168 
      cid_177  149.585238    1.991968    0.137 
     cid_1228  150.526562    2.213217    0.593 
     cid_1229  150.372520    2.203064    1.195 
      cid_123  150.195958    2.569136    0.665 
     cid_1230  149.910620    2.554792    0.359 
     cid_1231  149.927860    2.534976    0.669 
     cid_1232  149.938270    2.505870    0.798 
     cid_1233  149.765661    2.527757    0.100 
     cid_1234  149.863224    2.549998    0.516 
    cid_12354  150.372843    1.714820    0.220 
     cid_1236  149.845935    2.481527    0.143 
     cid_1237  149.868080    2.455158    0.269 
    cid_12390  150.198595    1.671489    0.626 
      cid_124  150.205200    2.503091    0.755 
     cid_1240  149.936540    2.447570    0.349 
     cid_1241  149.944740    2.486177    1.225 
     cid_1242  149.977680    2.504204    0.656 
     cid_1243  150.001870    2.460652    0.485 
     cid_1244  149.957140    2.479154    0.350 
     cid_1245  149.997210    2.449216    0.269 
    cid_12457  149.899478    1.766018    0.199 
     cid_1246  150.015830    2.441885    0.466 
     cid_1247  150.063510    2.421804    0.349 
     cid_1249  150.196130    2.481809    0.574 
      cid_125  150.214805    2.582701    0.596 
     cid_1250  150.440070    2.244054    0.200 
    cid_12500  149.788724    1.875324    0.464 
