angDist,N,Identifier,Otype,ICRS (J2000) RA,ICRS (J2000) DEC,name,class,prob,prob_margin,prob_AGN,prob_CV,prob_HMXB,prob_LMXB,prob_PULSAR,prob_STAR,prob_ULX,prob_YSO,gc,ra,dec,significance
0.157061,30,CXOGlb J002353.9-720350,X,00 23 53.982,-72 03 50.07,2CXO J002353.9-720350,CV,0.4485342189072362,0.03152138090416945,0.05356300377513701,0.4485342189072362,0.41701283800306677,3.6584043438533487E-4,0.001557244426366792,0.07855797539974428,3.5132776656672147E-4,5.755128749678271E-5,NGC-104,5.974991538758445,-72.06394684982938,29.47828891251369
0.144262,32,PSR J0024-7204M,Psr,00 23 54.489,-72 05 30.83,2CXO J002354.5-720530,PULSAR,0.9465031669983008,0.8947030053190959,2.8587231207394748E-5,0.051800161679204995,1.7686484761651354E-4,1.3361600880534267E-5,0.9465031669983008,0.0013565398898522398,8.177887872757898E-5,3.9538874209978875E-5,NGC-104,5.977161712958832,-72.09190934689245,6.292470028801751
0.563681,33,CXOGlb J002354.5-720355,X,00 23 54.571,-72 03 55.39,2CXO J002354.5-720355,PULSAR,0.9905198087250013,0.9816426313589212,9.052960798024964E-5,0.00887717736608022,6.598238171364164E-5,9.43561596054619E-6,0.9905198087250013,3.2139964087096935E-4,5.781825469891684E-5,5.7848407694097367E-5,NGC-104,5.977497831393919,-72.06553836591475,2.113207547169812
0.078098,34,CXOGlb J002354.5-720607,X,00 23 54.587,-72 06 07.84,2CXO J002354.6-720607,CV,0.4485342189072362,0.03152138090416945,0.05356300377513701,0.4485342189072362,0.41701283800306677,3.6584043438533487E-4,0.001557244426366792,0.07855797539974428,3.5132776656672147E-4,5.755128749678271E-5,NGC-104,5.977507903519437,-72.10216744579216,3.641025641025663
0.534784,36,CXOGlb J002354.9-720433,X,00 23 54.982,-72 04 33.76,2CXO J002354.9-720434,CV,0.9555928918332677,0.9221065166303004,2.71507318116147E-4,0.9555928918332677,1.593598053584913E-4,1.043244598353124E-5,0.010379150904983014,0.03348637520296722,5.02759180953571E-5,5.00065712286871E-5,NGC-104,5.979112586690634,-72.07619285584451,2.4705882352941253
0.306805,37,CXOGlb J002356.3-720437,X,00 23 56.315,-72 04 37.37,2CXO J002356.3-720437,PULSAR,0.9749896007962543,0.9547544238600547,0.0013321704657033898,0.020235176936199528,0.0011878987586768997,4.944934773096709E-5,0.9749896007962543,0.0019197224536132839,1.6999290220354228E-4,1.1598833961814978E-4,NGC-104,5.984621801559285,-72.0771321242973,2.500000000000055
0.311740,38,CXOGlb J002356.7-720450,X,00 23 56.731,-72 04 50.04,2CXO J002356.6-720450,PULSAR,0.7780369690489933,0.5582747103680866,7.159085547550414E-4,0.21976225868090674,3.9374883033515087E-4,1.7196915739003977E-5,0.7780369690489933,9.12495093493751E-4,7.975775326718156E-5,8.166512250985083E-5,NGC-104,5.986235982013228,-72.08064121694886,1.3469387755101263
0.253918,39,CXOGlb J002356.8-720504,X,00 23 56.796,-72 05 04.33,2CXO J002356.8-720504,STAR,0.994482839025647,0.98978453958553,3.7021290944855376E-5,0.0046982994401170266,6.121993548461525E-5,4.824207909191189E-6,7.002741495675815E-4,0.994482839025647,1.1624048243534873E-5,3.897902086124292E-6,NGC-104,5.986842765889946,-72.0845743039729,2.8372093023257507
0.318608,40,CXOGlb J002356.9-720341,X,00 23 56.915,-72 03 41.08,2CXO J002356.9-720341,CV,0.4079216009027224,0.05838939757583905,0.005187976454753778,0.4079216009027224,0.07583507349988108,0.004261865091590812,0.1530559389825457,0.34953220332688334,0.0025578703481034543,0.0016474713935192627,NGC-104,5.987187119250847,-72.06149869512252,4.666666666666847
0.113585,41,CXOGlb J002356.9-720224,X,00 23 56.977,-72 02 24.83,2CXO J002356.9-720224,PULSAR,0.5327613254605268,0.15683592063680862,0.0019146344201051175,0.37592540482371817,0.05817892493985671,4.7216571185271293E-4,0.5327613254605268,0.028573362624742006,0.0011143929419610032,0.0010597890772375198,NGC-104,5.987428144021352,-72.04026122840497,3.5555555555555887
0.159318,42,CXOGlb J002357.6-720542,X,00 23 57.687,-72 05 42.98,2CXO J002357.6-720543,PULSAR,0.977820433403684,0.9594965240487174,4.682483855401044E-5,0.01832390935496658,5.737456838556737E-5,4.956240298612445E-6,0.977820433403684,0.0036866750587548546,2.990546962649038E-5,2.992106572993922E-5,NGC-104,5.990223124676219,-72.09528328924192,2.1081081081080906
0.160843,43,CXOGlb J002357.6-720502,XB*,00 23 57.699,-72 05 01.93,2CXO J002357.6-720502,CV,0.4485342189072362,0.03152138090416945,0.05356300377513701,0.4485342189072362,0.41701283800306677,3.6584043438533487E-4,0.001557244426366792,0.07855797539974428,3.5132776656672147E-4,5.755128749678271E-5,NGC-104,5.990402224504862,-72.08391401110454,25.01831219560636
0.259638,44,CXOGlb J002357.7-720506,X,00 23 57.706,-72 05 06.30,2CXO J002357.7-720506,CV,0.9943320104567472,0.9894010302563725,1.6430048327898308E-4,0.9943320104567472,6.666198305045826E-5,3.3653630889120143E-6,0.004930980200374759,4.7035945467264974E-4,1.8886620206382598E-5,1.343543858055734E-5,NGC-104,5.990428124286609,-72.08515533447644,1.7916666666667451
0.125238,45,CXOGlb J002357.7-720414,X,00 23 57.742,-72 04 14.30,2CXO J002357.7-720414,PULSAR,0.7687835990050434,0.5408128425797084,0.0010563201351407006,0.227970756425335,5.809747835929049E-4,2.5373978613293007E-5,0.7687835990050434,0.001319194282850468,1.557756965058453E-4,1.080056929183235E-4,NGC-104,5.990531131836008,-72.07060951283236,3.0416666666666177
0.152302,46,CXOGlb J002357.8-720452,X,00 23 57.884,-72 04 52.76,2CXO J002357.8-720452,PULSAR,0.568689716832399,0.14031137804984173,7.536989103402958E-5,0.42837833878255727,4.03976182967787E-4,4.046516186498036E-5,0.568689716832399,0.0021401830302792474,1.9231393623768604E-4,7.963618265995275E-5,NGC-104,5.991114694841485,-72.08135888068641,2.944444444444488
0.113586,47,CXOGlb J002357.9-720513,X,00 23 57.895,-72 05 13.06,2CXO J002357.8-720513,PULSAR,0.9604438782281013,0.9253171311109325,9.871725967330693E-4,0.03512674711716883,5.990062094670364E-4,2.518326580733822E-5,0.9604438782281013,0.002666647194000582,1.0386772515518763E-4,4.749766356658601E-5,NGC-104,5.991126962433042,-72.08695840299205,2.681818181818234
0.345327,48,CXOGlb J002358.2-720538,X,00 23 58.250,-72 05 38.48,2CXO J002358.3-720538,CV,0.4485342189072362,0.03152138090416945,0.05356300377513701,0.4485342189072362,0.41701283800306677,3.6584043438533487E-4,0.001557244426366792,0.07855797539974428,3.5132776656672147E-4,5.755128749678271E-5,NGC-104,5.992927871735502,-72.09409037954961,2.9444444444445264
0.368311,49,CXOGlb J002358.6-720225,X,00 23 58.597,-72 02 25.64,2CXO J002358.5-720225,PULSAR,0.9972790607648692,0.9957253227508822,4.308556535755526E-5,0.0015537380139869356,2.824556302462207E-5,3.156999654818183E-6,0.9972790607648692,0.0010587830453800905,2.2795521150802645E-5,1.113452657592643E-5,NGC-104,5.993823738463219,-72.04046484445298,2.3773584905660545
0.359269,50,CXOGlb J002358.6-720436,X,00 23 58.639,-72 04 36.08,2CXO J002358.7-720436,PULSAR,0.6814202687923505,0.4446329224620304,0.0069874349012442995,0.23678734633032011,0.006505207166429023,3.454374775637737E-4,0.6814202687923505,0.06503699029254838,0.0016902364698779902,0.0012270785696659493,NGC-104,5.994653142630965,-72.076693248407,2.81355932203404
0.265296,51,CXOGlb J002358.7-720447,X,00 23 58.770,-72 04 47.45,2CXO J002358.7-720447,PULSAR,0.9963364735068035,0.9939576416803902,3.2248388661408324E-4,0.0023788318264133038,4.61906647230725E-4,9.292031772939282E-6,0.9963364735068035,3.558009041443562E-4,1.0174415159740548E-4,3.346704542367867E-5,NGC-104,5.994976562784133,-72.07991396165939,2.9444444444444606
0.355314,53,CXOGlb J002358.8-720509,X,00 23 58.988,-72 05 09.70,2CXO J002358.9-720509,CV,0.8340221100896702,0.6977515676397608,8.442752835677326E-4,0.8340221100896702,7.566973906583951E-4,3.244058521944893E-5,0.027762097202626686,0.13627054244990947,1.5633727776143271E-4,1.5549972058686472E-4,NGC-104,5.9954652110110365,-72.0860148714634,1.7826086956521368
0.285961,54,CXOGlb J002359.3-720648,X,00 23 59.356,-72 06 48.70,2CXO J002359.4-720648,PULSAR,0.7905537361493431,0.6001260507411105,0.0011098592072640613,0.19042768540823266,0.002596006804613775,1.427227970262573E-4,0.7905537361493431,0.013940507831170252,9.246273969130783E-4,3.0485440543684633E-4,NGC-104,5.997532155587066,-72.11348385271815,2.9545454545453755
0.162101,55,CXOGlb J002359.4-720358,Psr,00 23 59.392,-72 03 58.81,2CXO J002359.4-720358,CV,0.4485342189072362,0.03152138090416945,0.05356300377513701,0.4485342189072362,0.41701283800306677,3.6584043438533487E-4,0.001557244426366792,0.07855797539974428,3.5132776656672147E-4,5.755128749678271E-5,NGC-104,5.997604525467692,-72.06635113144615,10.040725778349193
0.120047,56,CXOGlb J002359.3-720459,X,00 23 59.393,-72 04 59.19,2CXO J002359.3-720459,PULSAR,0.9374360178081413,0.8767973024952295,5.278617960401122E-4,0.060638715312911845,3.810109432687626E-4,1.2679824494410666E-5,0.9374360178081413,8.718981039864372E-4,7.784386210343537E-5,5.397234905384921E-5,NGC-104,5.997448572818996,-72.0830756976963,1.6521739130434308
0.154772,57,CXOGlb J002359.3-720438,CV*,00 23 59.404,-72 04 38.46,2CXO J002359.4-720438,PULSAR,0.7278907521496102,0.4665954122274537,1.4356657645007927E-4,0.2612953399221565,7.885108833345716E-4,7.727215185008799E-5,0.7278907521496102,0.009310860700684293,3.0595680370775326E-4,1.877408122065405E-4,NGC-104,5.997522892605161,-72.07739294942016,3.4285714285714977
0.549533,58,CXOGlb J002359.3-720448,X,00 23 59.434,-72 04 47.79,2CXO J002359.3-720448,CV,0.8510824090086472,0.711906511135213,1.3089094271193525E-4,0.8510824090086472,0.0016909585107795885,7.044971783216363E-5,0.13917589787343426,0.007535137296484,1.500142546943758E-4,1.642423954165828E-4,NGC-104,5.997318007038871,-72.08005735580083,3.421052631578897
0.036259,59,CXOGlb J002359.6-720443,X,00 23 59.625,-72 04 43.03,2CXO J002359.6-720443,PULSAR,0.7728606879449947,0.5482544183437157,8.243982634701353E-4,0.22460626960127902,4.5341803756314094E-4,1.9802958601504678E-5,0.7728606879449947,0.0010295567032969572,1.215741416054369E-4,8.429234918909754E-5,NGC-104,5.998445779323504,-72.07862918883797,1.954545454545458
0.316696,60,CXOGlb J002359.9-720504,X,00 23 59.877,-72 05 04.65,2CXO J002359.9-720504,PULSAR,0.8731624032166166,0.7895322397221695,3.800726957765694E-4,0.0836301634944472,0.028954598390459968,2.1020511928457412E-4,0.8731624032166166,0.012892887921310917,5.755419035389901E-4,1.941272585652968E-4,NGC-104,5.999772959671758,-72.08463030667856,7.35831232289142
0.140130,61,CXOGlb J002359.9-720531,X,00 23 59.974,-72 05 31.93,2CXO J002359.9-720532,PULSAR,0.9988955748764504,0.9985614089247349,1.5736612483587724E-4,3.3416595171553124E-4,2.8488971852966836E-4,4.5343382806260275E-6,0.9988955748764504,2.4606900267800747E-4,6.0184803279107875E-5,1.7215184230980434E-5,NGC-104,5.999944578933139,-72.09223813951554,3.0000000000000573
0.633881,62,CXOGlb J002359.9-720513,X,00 24 00.043,-72 05 12.85,2CXO J002359.9-720513,PULSAR,0.9756168827825169,0.9611096030758283,1.4601873049247273E-4,0.008689196232621292,5.579384976059873E-4,1.1452342172823092E-4,0.9756168827825169,0.014507279706688646,2.296628415368725E-4,1.3849778680985106E-4,NGC-104,5.999806621911715,-72.08703647067233,3.263157894736848
0.307385,64,CXOGlb J002400.4-720448,X,00 24 00.395,-72 04 47.99,2CXO J002400.4-720448,PULSAR,0.9839408356763086,0.9733274984794492,1.1863977288323538E-4,0.004742700882279729,3.881214498008696E-4,8.023442717588226E-5,0.9839408356763086,0.010613337196859446,7.735666119353869E-5,3.877393349866413E-5,NGC-104,6.0019135899774465,-72.0800196533997,5.028571428571468
0.205584,65,CXOGlb J002400.4-720427,X,00 24 00.411,-72 04 27.00,2CXO J002400.4-720427,PULSAR,0.9379735506987986,0.8783572236092835,4.3734910832274456E-4,0.05961632708951514,3.982334237131565E-4,1.0709725201688406E-5,0.9379735506987986,0.0014140774969849358,1.2031909774107283E-4,2.9433359722610475E-5,NGC-104,6.001829925394134,-72.07421088139529,1.7368421052631775
0.108589,66,CXOGlb J002400.3-720546,X,00 24 00.424,-72 05 46.55,2CXO J002400.4-720546,CV,0.5583846500033971,0.2935113916332301,0.00161154153652448,0.5583846500033971,0.07142364084885645,0.0011197713658317166,0.264873258370167,0.09970123971964369,0.0017966503509944031,0.0010892478045850425,NGC-104,6.001805749325457,-72.09629155649047,5.851851851852043
0.271100,67,CXOGlb J002400.5-720516,X,00 24 00.548,-72 05 16.88,2CXO J002400.5-720517,PULSAR,0.9933070791559416,0.9882474262805858,2.429085215088638E-5,0.005059652875355863,2.9104449688642895E-5,2.5141565413863095E-6,0.9933070791559416,0.0015470102491089621,1.5170174881496329E-5,1.5178086331132285E-5,NGC-104,6.002446516482736,-72.08807836588895,1.8666666666666645
0.334069,73,CXOGlb J002401.1-720530,X,00 24 01.109,-72 05 30.28,2CXO J002401.1-720530,PULSAR,0.9962458690288823,0.9934372587433574,6.552148971789107E-5,5.445500670510932E-4,2.3380136493106319E-4,2.5610306170737553E-5,0.9962458690288823,0.002808610285524902,5.6520358241657E-5,1.95170994802005E-5,NGC-104,6.004664141726097,-72.09183628093501,2.7567567567567015
0.559950,74,CXOGlb J002401.2-720650,X,00 24 01.276,-72 06 49.99,2CXO J002401.3-720650,STAR,0.9976230602673252,0.9956420567583456,4.57217723731764E-5,7.248828180262159E-5,2.2153325822882322E-4,1.349586245104638E-5,0.0019810035089795406,0.9976230602673252,2.1877006679080324E-5,2.082004216080026E-5,NGC-104,6.0058102204023385,-72.11392097919834,2.421052631578952
0.219854,75,CXOGlb J002401.3-720448,X,00 24 01.312,-72 04 48.19,2CXO J002401.3-720448,CV,0.4485342189072362,0.03152138090416945,0.05356300377513701,0.4485342189072362,0.41701283800306677,3.6584043438533487E-4,0.001557244426366792,0.07855797539974428,3.5132776656672147E-4,5.755128749678271E-5,NGC-104,6.005590292122007,-72.08010055571769,5.635662140196782
0.156471,76,CXOGlb J002401.3-720445,X,00 24 01.364,-72 04 45.63,2CXO J002401.3-720445,STAR,0.9973737216449692,0.9947616693188079,3.249428703561794E-7,0.002612052326161209,1.104869389529421E-5,2.822025322313683E-7,1.91000546745135E-6,0.9973737216449692,4.025005525000241E-7,2.57683551791339E-7,NGC-104,6.005778610442803,-72.07937375517554,8.913914818477386
0.161721,77,CXOGlb J002401.3-720427,X,00 24 01.368,-72 04 27.26,2CXO J002401.3-720427,PULSAR,0.9146926109840574,0.830470972073747,2.1271442550876955E-4,0.08422163891031038,3.9922760188615376E-4,2.2987847206217898E-5,0.9146926109840574,3.0267216355684095E-4,1.0123980888202259E-4,4.6908258592138566E-5,NGC-104,6.005554789817153,-72.07423435847306,3.7435897435898537
0.170747,78,CXOGlb J002401.3-720504,X,00 24 01.388,-72 05 04.33,2CXO J002401.4-720504,PULSAR,0.9713921814890408,0.9588624097472309,0.003173079507556721,0.01252977174180996,0.004889872167177022,1.281410442830373E-4,0.9713921814890408,0.006677526783631007,9.828009274711945E-4,2.2662633903008694E-4,NGC-104,6.005894427748218,-72.0845690004825,3.0476190476189577
0.199821,79,CXOGlb J002401.4-720441,CV*,00 24 01.434,-72 04 41.72,2CXO J002401.4-720441,PULSAR,0.9764079526922032,0.9535494703916038,5.1790069117481145E-5,0.02285848230059936,4.779556842677798E-4,6.038591762256663E-6,0.9764079526922032,7.21836427858305E-5,1.0240909076904566E-4,2.3187928495085186E-5,NGC-104,6.0059878779158,-72.07831091970223,5.629648439094707
0.178341,80,CXOGlb J002401.6-720257,X,00 24 01.687,-72 02 57.68,2CXO J002401.6-720257,CV,0.4485342189072362,0.03152138090416945,0.05356300377513701,0.4485342189072362,0.41701283800306677,3.6584043438533487E-4,0.001557244426366792,0.07855797539974428,3.5132776656672147E-4,5.755128749678271E-5,NGC-104,6.007049035246383,-72.04940471492026,9.755725950825164
0.229252,81,CXOGlb J002401.7-720512,X,00 24 01.775,-72 05 12.30,2CXO J002401.7-720512,PULSAR,0.9942905479847002,0.9887804511294414,1.774561953391286E-5,0.005510096855258777,1.1041404058965563E-5,1.292743331080563E-6,0.9942905479847002,1.5850597479780088E-4,5.4178551002060725E-6,5.351563218943213E-6,NGC-104,6.007215074936767,-72.08678105231344,2.829268292682947
0.104932,82,[GHE2001] W305,X,00 24 02.043,-72 04 25.53,2CXO J002402.0-720425,PULSAR,0.8661497438554034,0.7344129575494409,6.877557564345967E-4,0.13173678630596253,3.7826482565926113E-4,1.6795201311285236E-5,0.8661497438554034,8.58909559425533E-4,1.0142344959677715E-4,7.032104620668814E-5,NGC-104,6.008433470482999,-72.07374227418151,2.0
0.400990,85,CXOGlb J002402.1-720450,CV*,00 24 02.226,-72 04 50.63,2CXO J002402.1-720450,PULSAR,0.7480870435568643,0.5037541624849008,0.002290659922947808,0.24433288107196352,0.0016050651914837548,5.5037047869573446E-5,0.7480870435568643,0.0030263888589433055,3.3578174773131025E-4,2.671426021963113E-4,NGC-104,6.008913169045683,-72.08072692649941,3.1428571428571037
0.134511,87,CXOGlb J002402.5-720511,CV*,00 24 02.533,-72 05 11.25,2CXO J002402.5-720511,CV,0.4485342189072362,0.03152138090416945,0.05356300377513701,0.4485342189072362,0.41701283800306677,3.6584043438533487E-4,0.001557244426366792,0.07855797539974428,3.5132776656672147E-4,5.755128749678271E-5,NGC-104,6.010642556871915,-72.08648396417962,22.517893947341122
0.294510,88,CXOGlb J002402.5-720434,X,00 24 02.584,-72 04 34.39,2CXO J002402.6-720434,CV,0.9654870993031618,0.9332365736690917,2.9602973969268747E-5,0.9654870993031618,1.4115976985775057E-4,1.5893470415267177E-5,0.03225052563407005,0.001964911169244974,8.001362202079733E-5,3.0794057260377867E-5,NGC-104,6.0108984047059275,-72.07629050016105,4.3888888888891335
0.384971,89,CXOGlb J002402.6-720538,X,00 24 02.597,-72 05 38.41,2CXO J002402.6-720538,CV,0.4485342189072362,0.03152138090416945,0.05356300377513701,0.4485342189072362,0.41701283800306677,3.6584043438533487E-4,0.001557244426366792,0.07855797539974428,3.5132776656672147E-4,5.755128749678271E-5,NGC-104,6.011108673854152,-72.09406280674115,8.152522791042339
0.014365,90,CXOGlb J002402.6-720441,X,00 24 02.658,-72 04 41.47,2CXO J002402.6-720441,PULSAR,0.9666713318399711,0.948873949081398,3.185187364776798E-4,0.01779738275857309,8.970462511795385E-4,9.646946170405784E-5,0.9666713318399711,0.014033839438462599,1.1940752300260977E-4,6.600399062941223E-5,NGC-104,6.011079498686513,-72.07818236878427,3.641025641025643
0.326178,93,CXOGlb J002403.0-720426,X,00 24 03.038,-72 04 26.58,2CXO J002403.1-720426,STAR,0.9333167526901341,0.8723629725062523,4.1533976347181383E-5,0.060953780183881846,0.00531383625980208,1.0475225255909407E-5,2.534772214481444E-4,0.9333167526901341,9.970682253282162E-5,1.0437620597821181E-5,NGC-104,6.012945636933012,-72.07406974030104,7.258592042904402
0.108462,95,CXOGlb J002403.2-720429,X,00 24 03.217,-72 04 29.62,2CXO J002403.2-720429,PULSAR,0.9169536094162063,0.841213995016055,4.1016414199129254E-5,0.07573961440015131,7.055451000030146E-4,2.202120524414015E-5,0.9169536094162063,0.006380504174643537,9.627565529425286E-5,6.141363425820923E-5,NGC-104,6.013351439627343,-72.0749198289583,5.727809747753434
